TokenID,FullText,Target,ASTrns,ASTrns_conf,ASTrns_explanation,ASUncc,ASUncc_conf,ASUncc_explanation,ASUnrg,ASUnrg_conf,ASUnrg_explanation,AktAcc,AktAcc_conf,AktAcc_explanation,AktAch,AktAch_conf,AktAch_explanation,AktAct,AktAct_conf,AktAct_explanation,AktState,AktState_conf,AktState_explanation,ClCntfcl,ClCntfcl_conf,ClCntfcl_explanation,ClNegPol,ClNegPol_conf,ClNegPol_explanation,DtExp,DtExp_conf,DtExp_explanation,DtRes,DtRes_conf,DtRes_explanation,DtUniv,DtUniv_conf,DtUniv_explanation,TLAspPfv,TLAspPfv_conf,TLAspPfv_explanation,TLMdIrr,TLMdIrr_conf,TLMdIrr_explanation,TLTS,TLTS_conf,TLTS_explanation,VcPass,VcPass_conf,VcPass_explanation
40013052,"And he said to them : » Every scribe journalist writer who has been made a disciple to the kingdom of heaven is like a man that is a householder , who brings out of his treasure things new and old . «",has been made,1.0,high,"The target 'has been made' is a passive construction where the lexical verb 'make' licenses both an external argument (agent, implied) and an internal argument (patient: 'a disciple'), satisfying the passive condition in set_to_1_if.",0,high,"The clause 'has been made a disciple' is morphologically passive with the lexical verb 'make' licensing an external argument (the implicit agent performing the making), which triggers the set_to_0_if condition for passive clauses.",0,high,"The target verb 'has been made' introduces an internal argument ('a disciple to the kingdom of heaven'), which is realized as a complement of the verb, triggering the set_to_0_if condition.",1,high,"The passive construction 'has been made a disciple' encodes a durative process of becoming/being trained as a disciple that culminates in the result state of being a disciple, satisfying the requirement for a process phase leading to a defined endpoint and result state.",0,high,"The passive construction 'has been made a disciple' encodes a durative process of becoming/training as a disciple rather than a punctual boundary transition, and the apparent result state represents the culmination of an extended process rather than the event itself.",0,high,"The verb 'has been made a disciple' entails a defined result state (becoming a disciple), which is the outcome that defines its completion, triggering the set_to_0_if condition.",0,high,"The target 'has been made' denotes a change-of-state event (becoming a disciple) involving a bounded dynamic transition, which triggers the set_to_0_if condition for change-of-state verbs.",0,high,"The clause 'who has been made a disciple to the kingdom of heaven' presents a factual situation within a general statement about scribes/writers, not a counterfactual condition; it uses past perfect morphology to describe an actual state without any indication of contrary-to-fact meaning.",0.0,high,"The target gram 'has been made' is not negated; it appears in a positive relative clause describing scribes who have been made disciples, with no negator applying to this eventuality.",0,high,"The verb 'has been made a disciple' entails a change of social/legal status (becoming a disciple) that remains in effect at the reference time, triggering the set_to_0_if condition.",0,high,"The target 'has been made a disciple' is a stative copular construction (passive copula + adjective/predicate nominative) that describes a resulting state rather than encoding a transition, and thus does not instantiate DtRes per the exception rule for stative copulas.",0,high,"The verb 'has been made a disciple' denotes a transition into a new state (becoming a disciple) rather than a continuous situation holding over time, and the focus is on that transition event, not on duration.",1,high,"The gram 'has been made' is a passive form asserting a bounded transition event (becoming a disciple), construed as a completed occurrence rather than an ongoing state, matching the set_to_1_if condition for passive bounded transitions.",0,high,"The gram 'has been made' asserts a realized state (a scribe who has become a disciple) as a fact within the narrative context, with no modal, conditional, future, or hypothetical marking.",0.0,high,"The gram 'has been made' is a simple present passive (present-tense 'has' + 'been' + past participle 'made'), which matches the set_to_0_if condition and does not instantiate TLTS.",0,high,"The complement of 'been' is the NP 'a disciple to the kingdom of heaven' (a non-verbal predicate), not a past participle verb, making 'been' a copular verb rather than a passive auxiliary."
40014004,For John had said to him : » It is not lawful for you to have her . «,had said,1.0,high,"The target verb 'had said' introduces an overt grammatical subject ('John') and an overt direct object noun phrase (the entire quoted clause 'It is not lawful for you to have her'), satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'said' licenses an external argument (John as agent/speaker) and introduces an indirect object ('to him'), satisfying the set_to_0_if conditions for licensing an external argument and containing a grammatical object.",0,high,"The target verb 'had said' licenses an internal argument (the direct object 'that which you have said' is expressed as a complement clause introduced by the colon and quotation, representing the content of what was said), which triggers the set_to_0_if condition.",0,high,"The verb 'said' denotes a punctual speech act without a durative process phase encoded in its meaning; it is a near-instantaneous boundary transition into utterance, not a gradual process culminating in a defined result state.",1,high,"The verb 'had said' denotes a punctual transition into a new state of communication (the utterance of a statement), which is a discrete event that occurs at a definable temporal boundary and does not permit interruption of an ongoing process phase.",0,high,"The verb 'had said' denotes a single, completed speech act with a defined propositional content ('It is not lawful for you to have her'), which constitutes a bounded perceptual/cognitive event marking the onset of communication, not a dynamic durative activity.",0,high,"The target verb 'had said' denotes a bounded perceptual/communicative event marking the completion of a speech act, which involves dynamic eventive unfolding and change-of-state, triggering the set_to_0_if condition for bounded events.",0,high,"The clause 'had said' presents a factual past event (John's prior statement) within a narrative sequence, expressing temporal anteriority without any counterfactual meaning or conditional structure.",0.0,high,"The negator 'not' in the sentence negates 'is lawful' (within the embedded clause), not the target gram 'had said'; the negation does not apply to the eventuality of John saying something.",1,high,"The verb 'had said' is a negative Perfect-like construction (past perfect) denoting a communication event, focusing on the occurrence of the speech act in John's history rather than on any resulting state, which aligns with the perception/communication criterion in set_to_1_if.",0,high,The verb 'had said' is a communication verb reporting a past utterance; the clause merely reports what John said in the past without entailing that the statement or directive is currently binding or in effect at the reference time.,0,high,"The clause describes a discrete bounded speech act (saying) that occurred at a specific past point, not a continuous situation holding throughout a time span, and lacks duration adverbials or habitual markers required for DtUniv.",1,high,"The clause 'had said' presents a completed speech act as a single bounded occurrence (a transition from not-having-said to having-said), construed as a finished event in the narrative sequence.",0,high,"The gram 'had said' asserts a realized past event in the actual world (John's prior speech act), with no modal auxiliary, conditional structure, or hypothetical framing present.",1.0,high,"The auxiliary 'had' is morphologically past, forming a past perfect construction ('had said'), which instantiates tense-shifting beyond the simple present perfect.",0,high,"The target 'had said' is active voice with the grammatical subject 'John' as the semantic agent (doer), lacking passive morphology (no 'been' + past participle structure)."
40015006,» You say there is no need for him to give honor to his father . You have invalidated the word of God because of your tradition !,have invalidated,1.0,high,"The target verb 'have invalidated' introduces an overt grammatical subject 'You' and an overt direct object 'the word of God', satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'invalidated' licenses an external argument (the subject 'you' as agent) and takes a direct object ('the word of God'), satisfying the set_to_0_if conditions.",0,high,"The target verb 'have invalidated' licenses an internal argument (direct object 'the word of God'), which triggers the set_to_0_if condition and results in annotation 0.",0,high,The verb 'invalidated' denotes a punctual change-of-state (rendering something invalid) without an encoded durative process phase leading to a defined endpoint; it is a boundary transition similar to 'break' or 'decide' rather than an accomplishment with inherent temporal development toward completion.,1,high,"The verb 'invalidated' denotes a punctual transition into a new state (rendering something no longer valid), permits modification by specific time-point adverbials, does not allow interruption of an ongoing process, and lacks measurable internal duration, satisfying multiple set_to_1_if conditions.",0,high,"The verb 'invalidated' denotes a bounded, perfective action with a defined result state (the word of God becomes invalidated), which triggers the set_to_0_if condition for defined result states, overriding any activity classification.",0,high,"The verb 'have invalidated' denotes a change-of-state event (making something no longer valid) involving dynamic progression from a prior state to a new state, which triggers the set_to_0_if condition for change-of-state and eventive unfolding.",0,high,"The clause 'You have invalidated the word of God' presents an action as having actually occurred in the actual world (a factual accusation), not as contrary to fact, so it does not instantiate the counterfactual feature.",0.0,high,"The target gram 'have invalidated' is not negated; the negation 'no' in the sentence applies to 'need' in the subordinate clause, not to the target gram itself.",0,high,"The verb 'have invalidated' entails a change of state where the word of God is now in an invalidated status that persists at the reference time, triggering the set_to_0_if condition about resulting states.",1,high,"The verb 'invalidated' describes a change of state (rendering something invalid/ineffective), and the clause entails that the word of God is currently in that invalidated state at the reference time.",0,high,"The clause describes a discrete bounded event (the act of invalidating God's word) that represents a transition into a new state, rather than a continuous situation holding throughout a time span.",1,high,"The clause 'You have invalidated the word of God' presents a completed transition event (invalidate = to make invalid/nullify) as a bounded whole, construed as a single accomplished occurrence rather than an ongoing state.",0,high,"The gram 'have invalidated' is in present perfect tense asserting a realized action in the actual world (you have done this), not a modal, conditional, future, or hypothetical construction.",0.0,high,"The gram 'have invalidated' is formed with present-tense 'have' followed by a past participle with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'You' corresponds to the semantic agent (doer), and 'the word of God' is the grammatical object and semantic patient; this is active voice, not passive voice, as there is no auxiliary 'be/been' or 'get/got' introducing a past participle."
40015013,In answer he replied : » Every plant my Father in heaven has not planted in the earth will be pulled out by the roots .,has not planted,1.0,high,"The target verb 'has not planted' introduces an overt grammatical subject ('my Father in heaven') and an overt direct object noun phrase ('Every plant'), satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'planted' licenses an external argument (agent 'my Father in heaven') that performs the action of planting, triggering the set_to_0_if condition 'The target verb licenses or introduces an external argument (agent/initiator), whether overtly realized or suppressed.'",0,high,"The target verb 'has not planted' licenses an internal argument (direct object 'Every plant'), which triggers the set_to_0_if condition and overrides any set_to_1_if conditions.",1,high,"The predicate 'plant' encodes a durative process phase (the action of planting unfolds over time) that culminates in a defined result state (a plant being established in the earth), making 'has not planted' an accomplishment despite negation.",1,high,"The verb 'plant' denotes a punctual transition into a new state (a plant becomes planted/established), and the negated form 'has not planted' preserves this achievement semantics by referring to the absence of this instantaneous transition event.",0,high,"The verb 'plant' entails a defined result state (a plant is planted in the earth), and the negation 'has not planted' denies this completion, making it a bounded accomplishment rather than an activity.",0,high,"The target verb 'has not planted' denotes a change-of-state event (planting is a bounded dynamic activity involving internal development and progression from non-planted to planted state), which triggers the set_to_0_if condition for dynamic change and eventive unfolding.",0,high,"The clause 'my Father in heaven has not planted in the earth' presents a factual situation (plants that actually have not been planted) within a general statement about what will happen to such plants, not a counterfactual condition contrary to fact.",1.0,high,"The auxiliary 'has' is directly negated with 'not' in 'has not planted', which satisfies the first 'set_to_1_if' condition and directly instantiates ClNegPol.",1,high,"The negative Perfect 'has not planted' functions as a claim about the absence of the event in the Father's history, which is explicitly listed as a set_to_1_if condition.",0,high,"The clause is negated ('has not planted'), so no transition to a resulting state is entailed; the set_to_0_if condition 'The clause negates the occurrence of the event' applies.",0,high,"The clause describes a discrete bounded event (planting or not planting) that does not hold continuously over time; it focuses on a transition into a state of non-existence rather than a situation holding throughout a time span, and lacks duration adverbials indicating continuous extension to the reference time.",0,high,"The clause 'my Father in heaven has not planted in the earth' construes 'plant' as a stative condition (what the Father has/has not done in a general or habitual sense) rather than as a bounded completed event, and the negation with 'not' further profiles an unbounded state of non-planting rather than a discrete bounded occurrence.",0,high,"The gram 'has not planted' asserts a realized state in the actual world (what the Father has or has not done), and contains no modal auxiliary, conditional structure, or hypothetical marking that would indicate non-actuality.",0.0,high,"The gram 'has not planted' is formed with present-tense 'has' followed by a past participle 'planted', with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'my Father in heaven' is the semantic agent (the one doing the planting), and 'plant' is a transitive verb with the object 'Every plant', making this active voice, not passive voice."
40015032,"Jesus called his disciples and said : » I feel compassion for the people , because they have remained with me now three days and have nothing to eat . I do not want to send them away hungry , for they might faint on the way . «",have remained,0.0,high,"The verb 'have remained' is intransitive and does not introduce an overt internal argument (direct or indirect object); 'with me' is a prepositional phrase indicating location/accompaniment, not a direct object.",0,high,"The verb 'remained' licenses an external argument (the subject 'they'), and the clause contains a prepositional phrase 'with me' functioning as a locative complement introduced by the verb, indicating the verb licenses arguments beyond a sole internal argument.",0,high,"The target verb 'have remained' licenses an internal argument ('with me'), which is a prepositional phrase functioning as a complement, triggering the set_to_0_if condition that the verb introduces an internal argument.",0,high,The verb 'remain' denotes a stative situation without a durative process phase leading to a defined goal or result state; it describes a continuous state of being present rather than an event that culminates in completion.,0,high,"The verb 'have remained' denotes a durative state that unfolds over measurable duration ('three days'), not a punctual transition into a new state, and fails all set_to_1_if conditions while satisfying set_to_0_if condition 1.",0,high,"The verb 'remained' denotes a stative situation (being in a location/state) that lacks dynamic unfolding and does not require sustained dynamic engagement to continue, triggering the set_to_0_if condition for non-dynamic situations.",1,high,"The target 'have remained' denotes a durative state of continuous presence over time (three days) without dynamic change or internal eventive unfolding, matching the stative condition of persistent relational configuration.",0,high,"The clause 'they have remained with me now three days' presents a situation that has actually occurred in the narrative world, without any indication of counterfactuality; it is a factual statement within reported speech, not a counterfactual conditional.",0.0,high,"The target gram 'have remained' is not negated; it expresses a positive state (the people have stayed with Jesus for three days), and the negation in the sentence ('do not want') applies to a different verb.",0,high,"The verb 'have remained' entails a change of location (the disciples coming to be with Jesus) and that resulting state (being with Jesus) persists at the reference time ('now three days'), triggering the set_to_0_if condition for transitions into new physical locations where the subject remains at that location.",0,high,"The clause contains a duration adverbial ('now three days'), indicating a continuing situation rather than a completed transition to a resulting state, which triggers the set_to_0_if condition.",0,high,"The clause 'they have remained with me now three days' contains an explicit numerical bound ('three days') that marks a discrete, completed time span rather than a continuous situation extending to the reference time, triggering the set_to_0_if condition for bounded frequency.",0,high,"The predicate 'remain' is construed as an ongoing state/condition (the disciples being present with Jesus over a duration), not as a bounded transition, and the clause contains the duration adverbial 'three days' that makes the internal temporal span accessible rather than packaging the situation as bounded.",0,high,"The gram 'have remained' asserts a realized fact in the actual world (the disciples have actually stayed with Jesus for three days), with no modal, conditional, future, or hypothetical marking.",0.0,high,"The gram 'have remained' is formed with present-tense 'have' followed by a past participle ('remained') with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'they' is the semantic agent (the disciples who chose to remain), not the semantic patient; 'remain' is an intransitive verb with no passive morphology, and the construction 'have remained' is active present perfect, not passive voice."
40017009,"When they came down from the mountain , Jesus commanded them not to tell anyone what they saw , until the Son of man has risen from the dead .",has risen from the dead,0.0,high,"The verb 'risen' is intransitive and does not introduce an overt internal argument (direct or indirect object); the prepositional phrase 'from the dead' is an adjunct, not an object.",1,high,"The verb 'risen' denotes a change-of-location/change-of-state event (rising from the dead) where the sole argument 'Son of man' functions as an internal argument (theme/patient) undergoing displacement, with no external argument licensed.",0,high,"The verb 'risen' denotes a change-of-location/change-of-state event where the sole argument (Son of man) functions as an internal argument (theme/patient) rather than an external argument, matching the set_to_0_if condition for unaccusative verbs.",0,high,"The event 'has risen from the dead' denotes a punctual boundary transition (change-of-state from dead to alive) without an encoded durative process phase, matching the set_to_0_if criterion for punctual change-of-state events.",1,high,"The verb 'has risen from the dead' denotes a punctual transition into a new state (crossing the threshold from death to life), naturally modifiable by time-point adverbials, and lacks measurable internal duration, satisfying multiple set_to_1_if conditions.",0,high,"The predicate 'has risen from the dead' entails a defined result state (being alive after death), which is the outcome that defines its completion, triggering the set_to_0_if condition.",0,high,"The target verb 'has risen from the dead' denotes a change-of-state event with a clear boundary (transition from dead to alive), involving dynamic progression and eventive unfolding, which triggers the set_to_0_if condition for change-of-state verbs.",0,high,"The clause 'until the Son of man has risen from the dead' presents a future event as a temporal condition within a narrative instruction, not a counterfactual contrary-to-fact situation; it uses present perfect to mark temporal anteriority in a non-counterfactual context.",0.0,high,"The negation 'not' in the sentence applies to 'tell', not to the target gram 'has risen from the dead', which expresses a positive future eventuality in a temporal clause.",0,high,"The verb 'has risen from the dead' entails a change of state (from dead to alive) and a change of location (from the dead to the living), with that resulting state holding at the reference time, triggering the set_to_0_if conditions.",1,high,The verb 'rise from the dead' describes a change of state (transition from dead to alive) where the resulting state (being alive/risen) is entailed to hold at the reference time specified in the temporal clause.,0,high,"The clause describes a discrete bounded event (rising from the dead) that entails a transition into a new state, and the focus is on that transition rather than on a situation holding continuously over time; additionally, the clause is irrealis (hypothetical/future condition in a 'until' construction).",1,high,"The predicate 'risen from the dead' is a transition event (change of state from dead to alive) construed as a completed whole, and the clause presents this as a bounded occurrence that must be accomplished before the commanded silence ends.",1,high,"The gram 'has risen from the dead' appears in a temporal clause ('until the Son of man has risen from the dead') that expresses a future condition or projected event that must occur before the commanded action takes effect, presenting the situation as not yet realized.",0.0,high,"The gram 'has risen from the dead' is formed with present-tense 'has' followed by the past participle 'risen', with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The target 'has risen from the dead' lacks passive morphology (no 'been' + past participle); 'risen' is the past participle of an intransitive verb, and the subject 'Son of man' is the semantic agent/undergoer, not a patient of a transitive verb, making this an active construction, not passive."
40017012,» I tell you that Elijah has come . They did not know him and treated him badly as they pleased . They will do the same with the Son of man . «,has come,0.0,high,"The verb 'has come' is intransitive and does not introduce an overt internal argument (direct or indirect object), satisfying the set_to_0_if condition.",1,high,"The verb 'come' denotes directed motion/change-of-location where the sole argument (Elijah) undergoes displacement, and no external argument is licensed, matching the set_to_1_if condition for unaccusative verbs.",0,high,"The verb 'has come' denotes a change-of-location event (coming/arrival) in which the sole argument 'Elijah' functions as an internal argument (theme/patient undergoing movement) rather than an external argument, matching the set_to_0_if condition for change-of-location verbs.",1,high,"The verb 'has come' denotes directed motion toward a goal (arrival at a destination), which is explicitly listed in set_to_1_if as instantiating AktAcc, and matches the positive example 'They have come [here]'.",1,high,"The verb 'has come' denotes a punctual transition into a new state (arrival/presence), naturally modifiable by time-point adverbials (e.g., 'has come at that moment'), and represents a boundary crossing rather than an unfolding process, satisfying multiple set_to_1_if conditions.",0,high,"The verb 'has come' denotes a punctual event with a defined result state (arrival at a location/state), not a dynamic durative activity, triggering the set_to_0_if condition for bounded events with defined completion.",0,high,"The verb 'has come' denotes a bounded perceptual/cognitive event marking the onset of arrival (change-of-state from not-arrived to arrived), which is eventive rather than a static condition, triggering the set_to_0_if rule for bounded events.",0,high,"The clause 'Elijah has come' presents a situation as having actually occurred in the actual world (factual assertion within reported speech), not as contrary to fact, and does not occur in a counterfactual conditional structure.",0.0,high,"The target gram 'has come' is not negated; the negation 'did not' in the following clause applies to 'know', not to the target gram.",0,high,"The verb 'has come' entails a change of location (Elijah arriving), and the resulting state of his presence holds at the reference time, triggering the set_to_0_if condition.",0,high,"The verb 'has come' is a motion verb, but the subsequent clause 'They did not know him and treated him badly' indicates the mover has already departed or is no longer present at the reference time, making this experiential rather than resultative.",0,high,"The verb 'has come' denotes a punctual transition into a new state (arrival) rather than a continuous situation holding over time, and the focus is on the completion of that transition, not on duration.",1,high,"The predicate 'come' is a transition event construed as a completed whole (arrival as a bounded occurrence), and the clause presents this as a single bounded event rather than an ongoing state.",0,high,"The gram 'has come' is asserted as a realized fact in the actual world within the speaker's statement, with no modal, conditional, future, or hypothetical marking present.",0.0,high,"The gram 'has come' is formed with present-tense 'has' followed by past participle 'come', with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The target 'has come' is active voice (auxiliary 'have' + past participle of intransitive verb 'come'), where the grammatical subject 'Elijah' is the semantic agent/experiencer, not the patient; no passive morphology is present."
40018012,"» What do you think ? A man has a hundred sheep , and one of them has gone wandering away . Will he leave the ninety-nine and go in search of the wandering one ?",has gone wandering,0.0,high,"The target verb 'has gone wandering' does not introduce an overt internal argument (direct or indirect object); 'wandering' is a predicative complement describing the manner or state of the subject, not a patient object.",1,high,"The verb 'has gone wandering' denotes directed motion/change-of-location where the sole argument (one sheep) undergoes displacement with no external argument licensed, matching the set_to_1_if condition for unaccusative verbs.",1,high,"The target verb 'has gone wandering' denotes manner of motion with the subject ('one of them') functioning as the external argument and no internal argument licensed, matching the set_to_1_if condition for manner of motion verbs.",0,high,"The verb 'has gone wandering' denotes a punctual change-of-state (the sheep's departure/straying) without an encoded durative process phase leading to a defined goal or result state; the wandering itself is presented as a completed boundary transition into a strayed condition, not as a durative process culminating in completion.",0,high,The verb 'has gone wandering' denotes a durative process of wandering rather than a punctual transition into a new state; the event unfolds over measurable duration and lacks the instantaneous boundary crossing required for AktAch classification.,0,high,"The verb 'has gone wandering' denotes a bounded change of state (the sheep departing from the flock) with a defined result state (being away/lost), which entails completion and thus does not instantiate the atelic activity feature.",0,high,"The target 'has gone wandering' denotes a bounded change-of-state event (the sheep departing from its original location) involving dynamic progression, which triggers the set_to_0_if condition for change-of-state and eventive unfolding.",0,high,"The clause 'one of them has gone wandering away' presents a factual situation within a hypothetical scenario, not a counterfactual condition; it describes what actually happened (one sheep did wander away) as the premise for a question about future action, not a situation contrary to fact.",0.0,high,"The target gram 'has gone wandering' is not negated; it describes a realized event (the sheep has actually gone wandering away), and no negator applies to this verb phrase.",0,high,"The verb 'has gone wandering away' entails a change of location (the sheep has moved away from the flock), and that resulting state of being away persists at the reference time, triggering the set_to_0_if condition.",0,high,"The motion verb 'gone wandering' describes movement away from a location, but the subsequent clause 'Will he leave the ninety-nine and go in search of the wandering one?' indicates the mover (the sheep) has not remained at the destination—it is lost and being searched for, implying no persisting resultant state at the reference time.",0,high,The clause describes a discrete bounded event (one sheep going away) that does not hold continuously up to the reference time; the focus is on the transition into a new state (the sheep becoming lost/wandering) rather than a situation holding over time.,0,high,"The gram 'has gone wandering' profiles the ongoing state of being in a wandering condition rather than the bounded transition itself; the internal temporal development of the wandering is made accessible, not packaged as a single completed event.",0,high,"The gram 'has gone wandering' asserts a realized fact in the actual world (one sheep has actually wandered away), with no modal auxiliary, conditional construction, or hypothetical context present.",0.0,high,"The gram 'has gone wandering' is formed with present-tense 'has' followed by a past participle 'gone' with no modal, future, or progressive marking (the participle 'wandering' modifies the action but does not constitute a progressive perfect form with 'been'), matching the set_to_0_if condition for simple present perfect.",0,high,"The construction 'has gone wandering' is active voice with a progressive participle complement, not passive morphology; the subject 'one' is the semantic agent/experiencer undergoing the action, not a patient, and there is no auxiliary 'be/been' or 'get/got' introducing a past participle of a transitive verb."
40018013a,"» When he finds it , I tell you he will be filled with more joy than he would have if he had stayed with the ninety-nine .",would have (been filled with joy),0.0,high,"The target 'would have (been filled with joy)' is a passive construction where the internal argument 'joy' is not a direct object but rather the object of the preposition 'with' in a prepositional phrase, and the main verb 'filled' lacks an overt direct object noun phrase in the target clause itself.",0,high,"The target 'would have been filled with joy' is a passive construction where the lexical verb 'fill' licenses an external argument (the implicit agent causing the filling), which triggers the set_to_0_if condition for passive clauses with external argument licensing.",0,high,"The target verb 'would have (been filled with joy)' is a passive construction that licenses an internal argument (the prepositional phrase 'with joy' functioning as a complement), and the subject 'he' functions as a theme/patient rather than an external agent, triggering the set_to_0_if condition.",0,high,"The target 'would have (been filled with joy)' denotes a punctual change-of-state (entering a state of joy) without an encoded durative process phase; the state itself is instantaneous, not a culmination of gradual development.",0,high,"The target 'would have been filled with joy' denotes a durative state of being in a condition of joy rather than a punctual transition into that state, and the passive construction emphasizes the resulting state rather than a boundary-crossing event.",0,high,"The target 'would have (been filled with joy)' denotes a defined result state (the state of being filled with joy) that is encoded in the meaning of 'filled', making it a bounded accomplishment rather than an activity.",1,high,"The target 'would have (been filled with joy)' denotes a durative mental/emotional state (joy) that would hold over time without dynamic change or internal progression, matching the set_to_1_if condition for mental states and emotions that persist.",1,high,"The target 'would have (been filled with joy)' occurs in the apodosis (result clause) of a counterfactual conditional introduced by 'if he had stayed', where the condition is understood not to have been satisfied, matching the set_to_1_if criterion for apodosis of counterfactual conditionals.",0.0,high,"The target gram 'would have (been filled with joy)' is not negated; the negation 'more...than' is a comparative structure, not a negator that applies to the target gram itself.",0,high,"The target is a counterfactual conditional (would have been filled with joy) expressing an unrealized hypothetical state, not a life-history event, and entails a resulting emotional state that would hold at the reference time in the counterfactual scenario.",0,high,"The target is a counterfactual conditional ('would have been filled') expressing an unrealized hypothetical state, not an actual change of state that holds at the reference time; irrealis modality vetoes DtRes classification.",0,high,"The clause is irrealis (counterfactual conditional 'would have if he had stayed'), describing a non-actual hypothetical situation rather than an actual state or activity holding continuously to the reference time.",1,high,"The target 'would have (been filled with joy)' is a conditional perfect passive construction that presents a bounded hypothetical state resulting from a completed transition event (being filled with joy), construed as a single whole occurrence rather than an ongoing process.",1,high,"The target 'would have (been filled with joy)' contains the modal auxiliary 'would' combined with 'have', which presents a counterfactual/conditional hypothetical situation (what joy he would have experienced if he had stayed), not an asserted realized fact.",1.0,high,"The gram 'would have' includes a modal auxiliary ('would') preceding 'have', which matches the set_to_1_if condition for modal perfect forms, making this a tense-shifted perfect rather than a simple present perfect.",0,high,"The target 'would have' is a modal + perfect auxiliary construction without the required passive morphology (no 'been' + past participle); the implied complement is a copular predicate (filled with joy as a state), not a passive voice construction."
40018013b,"» When he finds it , I tell you he will be filled with more joy than he would have if he had stayed with the ninety-nine .",had stayed,0.0,high,"The target verb 'had stayed' is intransitive and does not introduce an overt internal argument (direct or indirect object), triggering the set_to_0_if condition.",0,high,"The verb 'stayed' licenses an external argument (the subject 'he' as agent/experiencer) and is not a change-of-state, directed motion, or existence verb; it denotes a volitional action of remaining in a location, which requires an agentive external argument.",0,high,"The target verb 'had stayed' licenses an internal argument ('with the ninety-nine'), which is a prepositional phrase functioning as a locative complement, triggering the set_to_0_if condition that the verb introduces an internal argument.",1,medium,"The event 'had stayed' encodes a durative process phase (remaining in a location over time) that culminates in a defined result state (the condition of having remained with the ninety-nine), satisfying the first set_to_1_if condition.",0,high,"The event 'had stayed' denotes a durative state or condition (remaining in a location over time) rather than a punctual transition into a new result state, and it unfolds over measurable duration without a definable threshold boundary.",1,high,"The target 'had stayed' denotes a dynamic, durative situation of remaining in a location over time without a defined result state; it is homogeneous (any subinterval of staying is still staying) and requires sustained engagement to continue, satisfying the activity criteria.",1,high,"The target 'had stayed' denotes a durative state of remaining in a location over time without dynamic change or internal eventive unfolding, matching the stative condition of persistent relational configuration.",1,high,"The gram 'had stayed' occurs in the protasis of a counterfactual conditional ('if he had stayed') paired with the apodosis 'he would have' (expressing a contrary-to-fact result), indicating the condition was not satisfied in reality.",0.0,high,"The target gram 'had stayed' appears in a counterfactual conditional clause ('if he had stayed') where no negator directly negates the auxiliary or the eventuality itself; the negation in the sentence ('will be filled with more joy than he would have if') applies to a different comparison, not to the target gram.",0,high,"The clause 'had stayed with the ninety-nine' entails a change of location/state (remaining in one place rather than seeking the lost one), and this resulting state of being with the ninety-nine would hold at the reference time in the counterfactual scenario, triggering the set_to_0_if condition for resulting states.",0,high,"The clause 'if he had stayed with the ninety-nine' is a counterfactual conditional (irrealis) describing an unrealized hypothetical situation, not an actual change of state that holds at the reference time.",0,high,"The clause 'if he had stayed with the ninety-nine' is irrealis (counterfactual conditional expressing a hypothetical, unrealized situation), which triggers the set_to_0_if condition for non-actual situations.",0,high,"The gram 'had stayed' is a stative predicate construed as an ongoing condition (remaining with the ninety-nine) rather than a bounded transition event, and the clause expresses a counterfactual state overlapping with another situation rather than a discrete bounded occurrence.",1,high,"The gram 'had stayed' appears in a counterfactual conditional construction ('he would have if he had stayed'), presenting a hypothetical situation contrary to fact rather than asserting a realized event.",1.0,high,"The auxiliary 'had' is morphologically past, making this a past perfect form (pluperfect) rather than a simple present perfect, which satisfies the first 'set_to_1_if' condition.",0,high,"The target 'had stayed' is active voice (past perfect of intransitive 'stay'), not passive; the grammatical subject 'he' is the semantic agent/experiencer, and there is no passive morphology (no 'been' + past participle or 'get/got' construction)."
