TokenID,FullText,Target,ASTrns,ASTrns_conf,ASTrns_explanation,ASUncc,ASUncc_conf,ASUncc_explanation,ASUnrg,ASUnrg_conf,ASUnrg_explanation,AktAcc,AktAcc_conf,AktAcc_explanation,AktAch,AktAch_conf,AktAch_explanation,AktAct,AktAct_conf,AktAct_explanation,AktState,AktState_conf,AktState_explanation,ClCntfcl,ClCntfcl_conf,ClCntfcl_explanation,ClNegPol,ClNegPol_conf,ClNegPol_explanation,DtExp,DtExp_conf,DtExp_explanation,DtRes,DtRes_conf,DtRes_explanation,DtUniv,DtUniv_conf,DtUniv_explanation,TLAspPfv,TLAspPfv_conf,TLAspPfv_explanation,TLMdIrr,TLMdIrr_conf,TLMdIrr_explanation,TLTS,TLTS_conf,TLTS_explanation,VcPass,VcPass_conf,VcPass_explanation
40012007b,"» If you had known what this means , ‘ I desire mercy and not sacrifice , ’ ’ you would not have condemned the guiltless .",would not have condemned,1,high,"The target verb 'would not have condemned' introduces an overt grammatical subject ('you') and an overt direct object noun phrase ('the guiltless'), satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'condemned' licenses an external argument (the subject 'you' as agent) and introduces a direct object ('the guiltless'), satisfying the set_to_0_if conditions.",0,high,"The target verb 'condemned' introduces an internal argument ('the guiltless' as direct object), which triggers the set_to_0_if condition that vetoes ASUnrg.",0,high,The verb 'condemn' denotes a punctual change-of-state (a judgment or verdict rendered at a boundary moment) without an encoded durative process phase leading to a defined result state; the conditional counterfactual framing does not alter the punctual nature of the predicate itself.,1,high,"The verb 'condemn' denotes a punctual transition into a new state (judgment/condemnation of someone), can be modified by specific time-point adverbials ('you would not have condemned them at that moment'), does not permit interruption of an ongoing process phase, and lacks measurable internal duration, satisfying multiple set_to_1_if conditions.",0,high,"The verb 'condemn' entails a defined result state (the state of being condemned), which is a bounded outcome that defines completion, triggering the set_to_0_if condition.",0,high,"The target verb 'would not have condemned' denotes a bounded dynamic event involving a change-of-state (the act of condemning someone), which is a volitional action with internal eventive unfolding, triggering the set_to_0_if condition for change-of-state and dynamic activity.",1,high,"The target 'would not have condemned' is the apodosis (result clause) of a counterfactual conditional introduced by 'If you had known,' which presents a situation contrary to fact using modal perfect morphology.",1,high,"The auxiliary 'would' of the target gram 'would not have condemned' is directly negated by 'not', satisfying the first 'set_to_1_if' condition and instantiating ClNegPol.",0,high,"The clause is irrealis (a counterfactual conditional describing an unrealized, hypothetical situation introduced by 'If you had known'), which triggers the set_to_0_if condition for non-actual situations.",0,high,"The clause is irrealis: 'would not have condemned' is explicitly counterfactual (conditional on 'if you had known'), presenting a non-actual, unrealized situation rather than an event that actually occurred by reference time.",0,high,"The clause is irrealis (a counterfactual conditional describing a non-actual, hypothetical situation introduced by 'If you had known'), which triggers the set_to_0_if condition for unrealized situations.",1,high,"The target 'would not have condemned' is a conditional perfect construction presenting 'condemn' (a transition/bounded event) as a completed whole with a construed endpoint in the counterfactual scenario, satisfying the criterion for perfective aspect.",1,high,"The target 'would not have condemned' contains the modal auxiliary 'would' in a conditional construction ('If you had known...you would not have...'), presenting the situation as hypothetical and counterfactual rather than realized.",1,high,"The gram 'would not have condemned' includes the modal auxiliary 'would' preceding 'have', which satisfies the set_to_1_if condition for modal perfect forms.",1,high,"The target 'would not have condemned' contains the auxiliary 'have' + past participle 'condemned' of a transitive verb, with the grammatical subject 'you' functioning as the semantic patient (the guiltless would not have been condemned by you), matching passive voice morphology."
40012018,» Look ! My servant whom I have chosen . I am well pleased with him . I will put my Spirit upon him and he will declare judgment to the nations .,have chosen,1,high,"The target verb 'have chosen' introduces an overt grammatical subject ('I') and an overt direct object noun phrase ('My servant whom'), satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'chosen' licenses an external argument (the implicit agent performing the choosing) and takes a direct object ('whom'), satisfying the set_to_0_if conditions.",0,high,"The target verb 'have chosen' licenses an internal argument: the relative pronoun 'whom' functions as the direct object of 'chosen' (the head of the relative clause with a gap in object position), triggering the set_to_0_if condition.",0,high,"The verb 'choose' denotes a punctual decision or selection event without a durative process phase encoded in its meaning, making it a boundary transition rather than an accomplishment with a defined goal and result state.",1,high,"The verb 'have chosen' denotes a punctual transition into a new state (selection of the servant) that occurs at a definable temporal boundary, lacks measurable internal duration, and cannot be interrupted as an ongoing process phase.",0,high,"The verb 'have chosen' entails a defined result state (the selection of the servant as a completed outcome), which triggers the set_to_0_if condition and vetos activity classification.",0,high,"The verb 'have chosen' denotes a bounded change-of-state event (selection/decision) marking a completed action with an internal endpoint, not a durative state that holds uniformly over time.",0,high,"The clause 'whom I have chosen' presents a factual situation that has actually occurred in the actual world (the servant has been chosen), with no indication of counterfactuality, and does not occur in a conditional structure.",0,high,The target gram 'have chosen' is not negated; it appears in a positive declarative statement ('My servant whom I have chosen') with no negator applying to it.,0,high,"The verb 'have chosen' entails a change of status (the servant is now in a chosen/selected state) that persists at reference time and is central to the predicate's meaning, triggering the set_to_0_if condition about resulting states.",1,high,The verb 'have chosen' encodes a change of status (selection/appointment of the servant) that results in a contentful condition—the servant is now in the state of being chosen—which persists at reference time and is distinct from the event itself.,0,high,"The verb 'have chosen' denotes a completed action with focus on the transition into a state (the servant is now chosen), not a situation holding continuously over time; moreover, the clause describes a discrete bounded event rather than a continuous or habitual situation extending to the reference time.",1,high,"The clause 'whom I have chosen' construes the choosing as a completed, bounded event (a discrete past occurrence), not as an ongoing state; the perfective reading is reinforced by the narrative context where the servant is presented as already selected for a specific role.",0,high,"The gram 'have chosen' is in present perfect tense asserting a realized fact in the actual world (the servant has already been chosen), with no modal, conditional, future, or hypothetical marking.",0,high,"The gram 'have chosen' is formed with present-tense 'have' followed by a past participle with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'I' is the semantic agent (the one doing the choosing), and 'whom' (the servant) is the semantic patient functioning as the grammatical object; this is active voice, not passive, lacking the required passive morphology of 'have been' + past participle."
40012028,"» But if I cast out demons by God’s Spirit , then the kingdom of God has come to you .",has come,0,high,"The verb 'has come' is intransitive and does not introduce an overt internal argument (direct or indirect object); 'to you' is a prepositional phrase indicating direction, not a direct object.",1,high,"The verb 'come' denotes directed motion/change-of-location where the sole argument (kingdom of God) undergoes displacement with no external argument licensed, matching the set_to_1_if condition for unaccusative verbs.",0,high,"The verb 'has come' denotes a change-of-location/appearance event where the subject 'kingdom of God' functions as an internal argument (theme) undergoing a change of state rather than as an external argument initiating an action, matching the set_to_0_if condition for change-of-state/appearance verbs.",1,high,"The verb 'has come' encodes directed motion toward a defined goal (arrival at a destination—'to you'), which culminates in a result state of presence/arrival, matching the positive example 'They have come [here]' in the CRIs.",1,high,"The verb 'has come' denotes a punctual transition into a new state (arrival/presence of the kingdom of God) that can be modified by specific time-point adverbials and does not permit interruption, satisfying multiple set_to_1_if conditions for achievement aspect.",0,high,"The verb 'has come' denotes a bounded, punctual event with a defined result state (the kingdom's arrival/presence), which entails completion and lacks the dynamic, durative, homogeneous unfolding required for AktAct.",0,high,"The verb 'has come' denotes a change-of-state event marking the arrival/onset of the kingdom of God, involving dynamic progression and an event boundary, which triggers the set_to_0_if condition for change-of-state verbs.",0,high,"The clause 'the kingdom of God has come to you' is the apodosis of an open conditional ('if I cast out demons...') where the condition's truth remains possible, not a counterfactual situation understood as contrary to fact.",0,high,"The target gram 'has come' is not negated; it appears in a positive conditional clause asserting that the kingdom of God has arrived, with no negator directly modifying the auxiliary or the eventuality it expresses.",0,high,"The verb 'has come' entails a change of state (the kingdom of God transitioning into existence/arrival) with a resulting state that holds at reference time, matching the negative example 'The time has come.'",1,high,"The motion verb 'come' encodes a transition where the kingdom of God has moved to a destination (to you) and is understood to remain there at reference time, satisfying the motion verb condition for DtRes.",0,high,"The verb 'has come' entails a transition into a new state (arrival of the kingdom), and the focus is on that transition rather than on a situation holding continuously over time, triggering the set_to_0_if condition.",1,high,"The predicate 'come' is a transition event (arrival/movement to a location), and 'has come' construes this transition as a completed whole with a bounded endpoint, presenting the kingdom's arrival as a single accomplished occurrence rather than an ongoing state.",1,high,"The gram 'has come' appears in the consequent clause of a conditional construction ('if...then...'), presenting the kingdom of God's arrival as a hypothetical result dependent on the condition, thus construing it as non-actual or projected rather than a simple realized fact.",0,high,"The gram 'has come' is formed with present-tense 'has' followed by the past participle 'come', with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The target 'has come' is active voice (auxiliary 'have' + past participle of intransitive 'come'), where the grammatical subject 'the kingdom of God' is the semantic agent/experiencer, not the patient; there is no passive morphology (no 'been' between 'has' and 'come')."
40013051,» Have you understood all these things ? « They said to him : » Yes . «,have understood,0,high,"The target verb 'have understood' lacks an overt direct object; although 'all these things' appears in the sentence, it is the object of the preposition 'understood' functioning as a complement clause object, not a direct object of the auxiliary 'have', and the core verb 'understood' has no overt internal argument in the target construction itself.",0,high,"The verb 'understand' licenses an external argument (the subject 'you' as the experiencer/agent) and takes a direct object ('all these things'), satisfying the set_to_0_if conditions.",0,high,"The target verb 'have understood' licenses an internal argument ('all these things') realized as a direct object complement of the verb, triggering the set_to_0_if condition.",0,high,"The verb 'understand' denotes a punctual or near-instantaneous cognitive transition into awareness/comprehension without an encoded durative process phase leading to a defined result state, matching the set_to_0_if criterion for cognitive verbs construed as single punctual transitions.",1,high,"The verb 'understood' denotes a punctual cognitive transition into awareness/recognition of meaning, which is a classic achievement verb that can be modified by time-point adverbials (e.g., 'understood at that moment') and does not permit interruption as an ongoing process.",0,high,"The verb 'understood' denotes a bounded perceptual/cognitive event marking the onset of awareness (comprehension of 'all these things'), which is a single completed occurrence rather than a dynamic durative activity, triggering the set_to_0_if condition for bounded perceptual events.",0,high,"The verb 'have understood' denotes a bounded perceptual/cognitive event marking the completion of awareness or comprehension (onset of understanding), which encodes eventive change rather than a static stative condition, triggering the set_to_0_if rule for bounded cognitive events.",0,high,"The clause is an embedded interrogative introduced by 'Have' (forming a yes/no question), not a counterfactual conditional; it presents a factual question about actual understanding without any contrary-to-fact meaning.",0,high,"The target gram 'have understood' is in an interrogative clause without negation; no negator (not, n't, never, negative quantifier) directly negates this auxiliary, so ClNegPol does not apply.",1,high,"The clause 'Have you understood all these things?' is a question about whether the addressee has experienced/undergone the act of understanding, focusing on occurrence in the subject's life history rather than on a resulting state, which aligns with the perception/communication verb criterion in set_to_1_if.",0,high,"The verb 'have understood' is a bare perception/cognitive event with no contentful result state persisting at reference time; understanding is a mental state, not a transition to a new condition distinct from the event itself.",0,high,"The clause describes a discrete bounded event (understanding/comprehension achieved) rather than a continuous situation holding over time, and the focus is on the resultant state of comprehension rather than duration.",1,high,"The clause 'Have you understood all these things?' construes understanding as a completed cognitive event with a bounded endpoint (the moment of comprehension), matching the perfective profile of a transition from non-understanding to understanding.",0,high,"The gram 'have understood' appears in a direct question ('Have you understood all these things?') that asserts a realized state in the actual world, with no modal auxiliary, conditional, counterfactual, or hypothetical context present.",0,high,"The gram 'have understood' is formed with present-tense 'have' followed by a past participle with no modal, future, or progressive marking, matching the simple present perfect form that sets to 0.",0,high,"The grammatical subject 'you' corresponds to the semantic agent (the one doing the understanding), and 'have understood' is active voice (present perfect), not passive morphology with 'been' + past participle."
40013052,"And he said to them : » Every scribe journalist writer who has been made a disciple to the kingdom of heaven is like a man that is a householder , who brings out of his treasure things new and old . «",has been made,1,high,"The target 'has been made' is a passive construction where the lexical verb 'make' licenses both an external argument (agent, implied) and an internal argument (patient: 'a disciple'), satisfying the passive condition in set_to_1_if.",0,high,"The clause 'has been made a disciple' is morphologically passive with the lexical verb 'make' licensing an external argument (the implicit agent performing the making), which triggers the set_to_0_if condition for passive clauses.",0,high,"The target verb 'has been made' introduces an internal argument ('a disciple to the kingdom of heaven'), which is realized as a complement of the verb, triggering the set_to_0_if condition.",1,high,"The passive construction 'has been made a disciple' encodes a durative process of becoming/being trained as a disciple that culminates in the result state of being a disciple, satisfying the requirement for a process phase leading to a defined endpoint and result state.",0,high,"The passive construction 'has been made a disciple' encodes a durative process of becoming/training as a disciple rather than a punctual boundary transition, and the apparent result state represents the culmination of an extended process rather than the event itself.",0,high,"The verb 'has been made a disciple' entails a defined result state (becoming a disciple), which is the outcome that defines its completion, triggering the set_to_0_if condition.",0,high,"The target 'has been made' denotes a change-of-state event (becoming a disciple) involving a bounded dynamic transition, which triggers the set_to_0_if condition for change-of-state verbs.",0,high,"The clause 'who has been made a disciple to the kingdom of heaven' presents a factual situation as part of a general statement about scribes/journalists/writers, without any indication of counterfactuality or conditional reasoning.",0,high,"The target gram 'has been made' is not negated; it appears in a positive relative clause describing scribes who have been made disciples, with no negator applying to this eventuality.",0,high,"The verb 'has been made a disciple' entails a change of social/legal status (becoming a disciple) that remains in effect at the reference time, triggering the set_to_0_if condition for resulting states that persist.",1,high,"The passive construction 'has been made a disciple' encodes a transition into a new social/legal status (discipleship) that persists at reference time, matching the set_to_1_if condition for passive verb constructions that encode an event leading to a result state.",0,high,"The verb 'has been made a disciple' denotes a transition into a new state (becoming a disciple) rather than a continuous situation holding over time, and the focus is on that transition event, not on duration.",1,high,"The gram 'has been made' is a passive form asserting a bounded transition event (becoming a disciple), construed as a completed occurrence rather than an ongoing state, matching the set_to_1_if condition for passive bounded transitions.",0,high,"The gram 'has been made' asserts a realized state (a scribe who has become a disciple) as a fact within the narrative context, with no modal, conditional, future, or hypothetical marking.",0,high,"The gram 'has been made' is a simple present passive (present-tense 'has' + 'been' + past participle 'made'), which matches the set_to_0_if condition and does not instantiate TLTS.",0,high,"The complement of 'been' is the NP 'a disciple to the kingdom of heaven' (a non-verbal predicate), not a past participle verb, making 'been' a copular verb rather than a passive auxiliary."
40014004,For John had said to him : » It is not lawful for you to have her . «,had said,1,high,"The target verb 'had said' introduces an overt internal argument (the direct object clause 'It is not lawful for you to have her'), satisfying the condition for transitive verbs with overt grammatical objects.",0,high,"The verb 'said' licenses an external argument (John as agent/speaker) and introduces an indirect object ('to him'), satisfying the set_to_0_if conditions for verbs that license external arguments and contain grammatical objects.",0,high,"The target verb 'had said' licenses an internal argument (the content clause 'that it is not lawful for you to have her'), which triggers the set_to_0_if condition that the verb introduces an internal argument.",0,high,"The verb 'said' denotes a punctual speech act without a durative process phase encoded in its meaning; it is a near-instantaneous boundary transition into utterance, not a gradual process culminating in a defined result state.",1,high,"The verb 'had said' denotes a punctual transition into a new state of communication (the utterance of a statement), which is a discrete event that occurs at a definable temporal boundary and does not permit interruption of an ongoing process phase.",0,high,"The verb 'had said' denotes a single, completed speech act with a defined propositional content ('It is not lawful for you to have her'), which constitutes a bounded perceptual/cognitive event marking the onset of communication, not a dynamic durative activity.",0,high,"The target verb 'had said' denotes a bounded perceptual/communicative event marking the completion of a speech act, which is a dynamic eventive change rather than a static condition that holds over time.",0,high,"The clause 'had said' presents a past event that actually occurred in the narrative (John did say this to him), expressing temporal anteriority within the story without any counterfactual meaning or indication that the situation is contrary to fact.",0,high,"The negator 'not' in the sentence negates 'is lawful' (within the embedded clause), not the target gram 'had said'; the negation does not apply to the eventuality of John saying something.",1,high,"The target gram 'had said' is a negative Perfect-like construction (past perfect) denoting a communication event where the focus is on the occurrence of the speech act in John's life history, not on a resulting state, and it fits the intuition of presenting an event as part of the subject's experiential background.",0,high,"The target verb 'had said' is a communication verb that merely reports a past interaction (John's statement to him) without establishing a persisting binding or authoritative state at reference time; it is a bare report of speech, not a command or order that would remain in effect.",0,high,"The clause describes a discrete bounded speech act (saying) that occurred at a specific past point, not a continuous situation holding throughout a time span, and lacks duration adverbials or habitual markers required for DtUniv.",1,high,"The clause 'had said' presents a completed speech act as a single bounded occurrence (a transition from not-having-said to having-said), functioning as a discrete narrative event in past time.",0,high,"The gram 'had said' asserts a realized past event in the actual world (John's prior speech act), with no modal auxiliary, conditional structure, or hypothetical framing present.",1,high,"The auxiliary 'had' is morphologically past, forming a past perfect construction ('had said'), which instantiates tense-shifting beyond the simple present perfect.",0,high,"The target 'had said' is active voice with the grammatical subject 'John' as the semantic agent (doer), lacking passive morphology (no 'been' + past participle structure)."
40015006,» You say there is no need for him to give honor to his father . You have invalidated the word of God because of your tradition !,have invalidated,1,high,"The target verb 'have invalidated' introduces an overt grammatical subject 'You' and an overt direct object 'the word of God', satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'invalidated' licenses an external argument (the subject 'you' as agent) and takes a direct object ('the word of God'), satisfying the set_to_0_if conditions.",0,high,"The target verb 'have invalidated' licenses an internal argument (direct object 'the word of God'), which triggers the set_to_0_if condition and results in annotation 0.",0,high,The verb 'invalidated' denotes a punctual change-of-state (rendering something invalid) without an encoded durative process phase leading to a defined endpoint; it is a boundary transition similar to 'break' or 'decide' rather than an accomplishment with inherent temporal development toward completion.,1,high,"The verb 'invalidated' denotes a punctual transition into a new state (rendering something no longer valid), permits modification by specific time-point adverbials, does not allow interruption of an ongoing process, and lacks measurable internal duration, satisfying multiple set_to_1_if conditions.",0,high,"The verb 'invalidated' denotes a bounded, telic action with a defined result state (the word of God becomes invalidated), which triggers the set_to_0_if condition for defined result states.",0,high,"The verb 'have invalidated' denotes a change-of-state event (making something no longer valid) involving dynamic progression from a prior state to a new state, which triggers the set_to_0_if condition for change-of-state verbs.",0,high,"The clause 'You have invalidated the word of God' presents an action as having actually occurred in the actual world (a factual accusation), not as contrary to fact, so it does not instantiate the counterfactual feature.",0,high,"The target gram 'have invalidated' is not negated; the negation 'no' in the sentence applies to 'need' in the subordinate clause, not to the target gram itself.",0,high,"The verb 'have invalidated' entails a change of state (the word of God is now invalidated/rendered ineffective), and this resulting state is explicitly encoded in the predicate meaning, making it focus on current outcome rather than life-history occurrence.",1,high,"The verb 'have invalidated' encodes a transition to a new, contentful condition (the word of God is now invalidated/rendered ineffective) that persists at reference time, satisfying the first 'set_to_1_if' condition.",0,high,"The clause describes a discrete bounded event (invalidating God's word) that represents a transition into a new state rather than a continuous situation holding over time, matching the set_to_0_if criterion for punctual results and state transitions.",1,high,"The clause 'You have invalidated the word of God' presents a completed transition event (invalidate = to make invalid/nullify), construed as a single bounded occurrence with a clear endpoint, fitting the perfective aspect.",0,high,"The gram 'have invalidated' is in present perfect tense asserting a realized action in the actual world (you have done this), not a modal, conditional, future, or hypothetical construction.",0,high,"The gram 'have invalidated' is formed with present-tense 'have' followed by a past participle with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'You' corresponds to the semantic agent (doer), and 'the word of God' is the grammatical object and semantic patient; this is active voice, not passive voice, as there is no auxiliary 'be/been' or 'get/got' introducing a past participle."
40015013,In answer he replied : » Every plant my Father in heaven has not planted in the earth will be pulled out by the roots .,has not planted,1,high,"The target verb 'has not planted' introduces an overt grammatical subject ('my Father in heaven') and an overt direct object noun phrase ('Every plant'), satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'planted' licenses an external argument (agent 'my Father in heaven') that performs the action of planting, triggering the set_to_0_if condition 'The target verb licenses or introduces an external argument (agent/initiator), whether overtly realized or suppressed.'",0,high,"The target verb 'has not planted' licenses an internal argument (direct object 'Every plant'), which triggers the set_to_0_if condition and overrides any set_to_1_if conditions.",1,high,"The predicate 'plant' encodes a durative process (the action of putting a plant in earth) that culminates in a defined result state (a planted entity in the ground), making 'has not planted' an accomplishment despite negation.",1,high,"The verb 'plant' denotes a punctual transition into a new state (a plant becomes planted/established), and the negated form 'has not planted' maintains this achievement semantics, representing the boundary point of whether or not the transition into the planted state occurred.",0,high,"The verb 'planted' denotes a bounded, telic action with a defined result state (a plant being in the ground), and the negation 'has not planted' maintains this bounded semantics, failing the set_to_1_if conditions and satisfying set_to_0_if condition 1.",0,high,"The target 'has not planted' denotes a change-of-state event (planting is a bounded dynamic activity involving internal development and progression from non-planted to planted state), which triggers the set_to_0_if condition for dynamic change and eventive unfolding.",0,high,"The clause 'my Father in heaven has not planted in the earth' presents a factual situation (plants that actually have not been planted) within a general statement about what will happen to such plants, not a counterfactual condition contrary to fact.",1,high,"The auxiliary 'has' is directly negated by 'not' in 'has not planted', which satisfies the first 'set_to_1_if' condition and directly instantiates ClNegPol.",1,high,"The gram is a negative Perfect ('has not planted') which functions as a claim about the absence of the event in the subject's (Father's) history, matching the 'set_to_1_if' condition for negative Perfects.",0,high,"The clause is negated ('has not planted'), and negation of the event entails that no transition to a resulting state occurs, so no result state holds at reference time.",0,high,"The clause describes a discrete bounded event (planting or not planting) with focus on the transition into a state of non-existence in the earth, not a continuous situation holding over time; additionally, the irrealis conditional context ('will be pulled out') indicates a hypothetical rather than actual situation.",0,high,The predicate 'plant' is construed as a stative condition (what the Father has/has not done in establishing the world order) rather than as a bounded completed transition; the clause expresses an ongoing state of non-planting rather than a discrete bounded event.,0,high,"The gram 'has not planted' asserts a realized state in the actual world (what the Father has or has not done), and contains no modal auxiliary, conditional structure, or hypothetical marking that would indicate non-actuality.",0,high,"The gram 'has not planted' is formed with present-tense 'has' followed by a past participle 'planted', with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'Every plant' corresponds to the semantic patient, but 'has not planted' lacks passive morphology (no 'been' + past participle); instead it is active voice with the agent 'my Father' as the grammatical subject of the embedded clause."
40015032,"Jesus called his disciples and said : » I feel compassion for the people , because they have remained with me now three days and have nothing to eat . I do not want to send them away hungry , for they might faint on the way . «",have remained,0,high,"The verb 'have remained' is intransitive and does not introduce an overt internal argument (direct or indirect object); 'with me' is a prepositional phrase indicating location/accompaniment, not a direct object.",0,high,"The verb 'remained' licenses an external argument (the subject 'they'), and the clause contains a prepositional phrase 'with me' functioning as a locative complement introduced by the verb, indicating the verb licenses arguments beyond a sole internal argument.",0,high,"The verb 'remained' licenses an internal argument (the prepositional phrase 'with me'), which triggers the set_to_0_if condition that the target verb introduces an internal argument.",0,high,"The verb 'remain' denotes a stative situation without an inherent durative process phase leading to a defined goal or result state; the duration ('three days') is supplied by context rather than encoded in the predicate's meaning, and completion is not built into the event itself.",0,high,"The verb 'have remained' denotes a durative state that unfolds over measurable duration ('three days'), not a punctual transition into a new state, and fails all set_to_1_if conditions while satisfying the set_to_0_if criterion that the event unfolds over measurable duration.",0,high,"The verb 'remained' denotes a stative situation (being in a location/state) that lacks dynamic unfolding and does not require sustained dynamic engagement to continue, triggering the set_to_0_if condition for non-dynamic situations.",1,high,"The target 'have remained' denotes a durative state of persistent presence over time (the disciples staying with Jesus for three days) without internal dynamic change or eventive unfolding, matching the stative feature AktState.",0,high,"The clause 'they have remained with me now three days' presents a situation that has actually occurred in the narrative world, without any indication of counterfactuality; it is a factual statement within reported speech, not a counterfactual conditional.",0,high,"The target gram 'have remained' is not negated; it expresses a positive state (the people have stayed with Jesus for three days), and the negation in the sentence ('do not want') applies to a different verb.",0,high,"The verb 'have remained' entails a change of location (the disciples coming to stay with Jesus) and that resulting state (being present with Jesus) explicitly holds at the reference time ('now three days'), making this a state-result reading rather than a life-history entry.",0,high,"The clause contains a duration adverbial ('now three days') indicating a continuing situation rather than a completed transition to a result state, which triggers the set_to_0_if condition.",0,high,"The clause 'they have remained with me now three days' contains an explicit numerical bound ('three days') that marks a discrete, completed time span rather than a continuous situation extending to the reference time, triggering the set_to_0_if condition for bounded frequency.",0,high,"The predicate 'remain' is construed as an ongoing state/condition (the disciples being present with Jesus over a duration), not as a bounded transition, and the clause contains the duration adverbial 'three days' that makes the internal temporal span accessible rather than packaging the situation as bounded.",0,high,"The gram 'have remained' asserts a realized fact in the actual world (the disciples have actually stayed with Jesus for three days), with no modal, conditional, future, or hypothetical marking.",0,high,"The gram 'have remained' is formed with present-tense 'have' followed by a past participle ('remained') with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'they' is the semantic agent (the disciples who chose to remain), not the semantic patient; 'remain' is an intransitive verb with no passive morphology, and the construction 'have remained' is active present perfect, not passive voice."
40017009,"When they came down from the mountain , Jesus commanded them not to tell anyone what they saw , until the Son of man has risen from the dead .",has risen from the dead,0,high,"The verb 'has risen' is intransitive and does not introduce an overt internal argument (direct or indirect object); 'from the dead' is a prepositional phrase indicating source/origin, not a direct object.",1,high,"The verb 'risen' denotes a change-of-state/directed motion event (resurrection) where the sole argument 'Son of man' functions as an internal argument (theme/patient) undergoing displacement, with no external argument licensed.",0,high,"The verb 'risen' denotes a change-of-location/change-of-state event where the sole argument (Son of man) functions as an internal argument (theme/patient) rather than an external argument, matching the set_to_0_if condition for unaccusative verbs.",0,high,"The event 'has risen from the dead' denotes a punctual boundary transition (change-of-state from dead to alive) without an encoded durative process phase, matching the set_to_0_if criterion for punctual change-of-state events.",1,high,"The verb 'has risen from the dead' denotes a punctual transition into a new state (crossing the threshold from death to life), can be modified by specific time-point adverbials, does not permit interruption, and lacks measurable internal duration, satisfying multiple set_to_1_if conditions.",0,high,"The predicate 'has risen from the dead' entails a defined result state (being alive after death), which is the outcome that defines its completion, triggering the set_to_0_if condition.",0,high,"The target verb 'has risen from the dead' denotes a change-of-state event with a clear boundary (transition from dead to alive), involving dynamic progression and eventive unfolding, which triggers the set_to_0_if condition.",0,high,"The clause 'until the Son of man has risen from the dead' presents a future event as a temporal condition within a narrative instruction, not a counterfactual contrary-to-fact situation; it uses present perfect to mark temporal anteriority in a non-counterfactual context.",0,high,"The negation 'not' in the sentence applies to 'tell', not to the target gram 'has risen from the dead', which expresses a positive future eventuality in a temporal clause.",0,high,"The verb 'has risen from the dead' entails a change of state (from dead to alive) and a change of location (from the dead/underworld to the living world), both of which are presented as persisting at the reference time, triggering set_to_0_if conditions.",0,high,"The clause is irrealis: 'until the Son of man has risen from the dead' presents a future, hypothetical condition that has not yet occurred at the reference time of the narrative, so no actual transition to a result state is entailed.",0,high,"The clause describes a discrete bounded event (rising from the dead) that entails a transition into a new state, and the focus is on that transition rather than on a situation holding continuously over time; additionally, the clause is irrealis (hypothetical/future condition in a 'until' construction).",1,high,"The predicate 'risen from the dead' is a transition event (change of state from dead to alive) construed as a completed whole, and the clause presents this as a bounded occurrence that must be accomplished before the commanded silence ends.",1,high,"The gram 'has risen from the dead' appears in a temporal clause ('until the Son of man has risen from the dead') that expresses a future condition or projected event that must occur before the commanded action takes effect, presenting the situation as not yet realized.",0,high,"The gram 'has risen from the dead' is formed with present-tense 'has' followed by the past participle 'risen', with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'the Son of man' is the semantic agent (the one performing the action of rising), not the semantic patient; 'risen' is an intransitive past participle without passive morphology (no auxiliary 'be/been' or 'get/got' introducing it), making this an active construction, not passive."
