"verse_id","lang","text"
"10019010","CMN","我们所膏立统治我们的押沙龙 ， 已经在战场上死了。现在你们为什么不出声请王回来呢？”"
"10019010","JPN","またわれわれが油を注いで、われわれの上に立てたアブサロムは戦いで死んだ。それであるのに、どうしてあなたがたは王を導きかえることについて、何をも言わないのか」。"
"10019022","ENG","David exclaimed : » Abishai , what will I do with you and your brother Joab ? Is it your job to tell me who has done wrong ? I have been made king of all Israel today . No one will be put to death ! «"
"10019022","DEU","Da hob Abisai , der Sohn der Zeruja , an und sprach : Soll Simei nicht dafür getötet werden , dass er dem Gesalbten des Herrn geflucht hat ?"
"10019022","CMN","大卫说 ： “洗鲁雅的儿子们啊 ， 我与你们有什么关系呢？今天你们竟与我作对 ！ 今天在以色列中 ， 岂可有人被处死呢？难道我不知道今天我作以色列的王吗？”"
"10019022","JPN","ダビデは言った、「あなたがたゼルヤの子たちよ、あなたがたとなにのかかわりがあって、あなたがたはきょうわたしに敵対するのか。きょう、イスラエルのうちで人を殺して良かろうか。わたしが、きょうイスラエルの王となったことを、どうして自分で知らないことがあろうか」。"
"10019030","ENG","» Let him take it all , « Mephibosheth told the king . » It is enough for me that you have come home safely . «"
"10019030","DEU","Der König sprach zu ihm : Wozu die Worte ? Ich entscheide : Du und Ziba , teilt euch in das Gut !"
"10019030","CMN","米非波设对王说 ： “我主我王既然已平平安安回宫 ， 所有的 一 切就都任凭洗巴拿去好了。”"
"10019030","JPN","メピボセテは王に言った、「わが主、王が安らかに家に帰られたのですから、彼にそれをみな取らせてください」。"
"10021012","ENG","David took the bones of Saul and his son Jonathan from the citizens of Jabesh Gilead . They had stolen them from the public square of Beth Shean , where the Philistines hung them the day they killed Saul at Gilboa ."
"10021012","DEU","ging David hin , liess sich von den Bürgern von Jabes in Gilead die Gebeine Sauls und seines Sohnes Jonathan herausgeben , die sie von dem grossen Platz in Bethsan heimlich weggenommen hatten , wo sie von den Philistern aufgehängt worden waren an dem Tage , da diese den Saul am Gilboa schlugen ,"
"10021012","CMN","大卫就去把扫罗的骸骨和他儿子约拿单的骸骨 ， 从基列．雅比人那里搬回来。原来非利士人从前在基利波山击杀扫罗那 一 天 ， 就把他们二人的尸体挂在伯．珊的广场上 ， 基列．雅比人却把他们偷了去。"
"10021012","JPN","ダビデは行ってサウルの骨とその子ヨナタンの骨を、ヤベシギレアデの人々の所から取ってきた。これはペリシテびとがサウルをギルボアで殺した日に、木にかけたベテシャンの広場から、彼らが盗んでいたものである。"
"10022005","ENG","» The waves of death had surrounded me . The torrents of destruction had overwhelmed me ."
"10022005","DEU","Mich hatten die Wogen des Todes umfangen , die Bäche des Verderbens erschreckten mich ;"
"10022005","CMN","死亡的波浪环绕我 ， 毁灭的急流淹没了我。"
"10022005","JPN","死の波はわたしをとりまき、滅びの大水はわたしを襲った。"
"10023003","ENG","» The God of Israel has spoken . The protector of Israel said to me : ‘ The king who rules with justice , who rules in obedience to God ."
"10023003","DEU","Gesprochen hat der Gott Jakobs , zu mir geredet der Fels Israels : Wer gerecht herrscht über die Menschen , wer herrscht in der Furcht Gottes ,"
"10023003","CMN","以色列的 神说 ， 以色列的磐石告诉我 ： 那以公义统治人的 ， 那存敬畏 神的心施行统治的 ，"
"10023003","JPN","イスラエルの神は語られた、イスラエルの岩はわたしに言われた、『人を正しく治める者、神を恐れて、治める者は、"
"10024015","ENG","So Jehovah sent a plague among the Israelites from that morning until the time he had chosen . Of the people from Dan to Beersheba , seventy thousand died ."
"10024015","DEU","So wählte sich David die Pest . Es war gerade die Zeit der Weizenernte , als die Seuche begann , und es starben im Volke von Dan bis Beerseba 70000 Mann ."
"10024015","CMN","于是耶和华降瘟疫在以色列地 ， 从早晨直到所定的时间 ； 从但到别是巴 ， 众民中死了七万人。"
"10024015","JPN","そこで主は朝から定めの時まで疫病をイスラエルに下された。ダンからベエルシバまでに民の死んだ者は七万人あった。"
"10024021","ENG","and said : » My lord the king ! Why have you come to see me ? « David answered : » I came to buy your threshing place . I have to build Jehovah an altar here , so this disease will stop killing the people . «"
"10024021","DEU","Und Arauna sprach : Warum kommt mein Herr und König zu seinem Knecht ? David sprach : Um dir die Tenne abzukaufen und dem Herrn einen Altar zu bauen , damit der Seuche im Volke Einhalt getan werde ."
"10024021","CMN","亚劳拿问 ： “我主我王为什么来到你仆人这里呢？”大卫回答 ： “是要向你买这打禾场 ， 好为耶和华筑 一 座祭坛 ， 使民间的瘟疫可以止住。”"
"10024021","JPN","そしてアラウナは言った、「どうして王わが主は、しもべの所にこられましたか」。ダビデは言った、「あなたから打ち場を買い取り、主に祭壇を築いて民に下る災をとどめるためです」。"
"11001011","ENG","Then Nathan asked Solomon's mother Bathsheba : » Have you heard that Adonijah , Haggith's son , has become king , and our master David does not even know about it ?"
"11001011","DEU","Da sprach Nathan zu Bathseba , der Mutter Salomos : Hast du nicht gehört , dass Adonia , der Sohn der Haggith , König geworden ist , ohne dass David , unser Herr , darum weiss ?"
"11001011","CMN","拿单对所罗门的母亲拔示巴说 ： “哈及的儿子亚多尼雅作了王 ， 而我们的主大卫还不知道 ， 你难道没有听见吗？"
"11001011","JPN","時にナタンはソロモンの母バテシバに言った、「ハギテの子アドニヤが王となったのをお聞きになりませんでしたか。われわれの主ダビデはそれをごぞんじないのです。"
"11001013","ENG","» ‘ Go now to King David and ask him : ‘ Your Majesty , did you solemnly promise me that my son Solomon would succeed you as king ? How is it that Adonijah has become king ? ’"
"11001013","DEU","Geh gleich hinein zum König David und sprich zu ihm : Hast du nicht selbst , mein Herr und König , deiner Magd geschworen : "" Dein Sohn Salomo soll König sein nach mir , und er soll auf meinem Throne sitzen "" ? Warum ist denn Adonia König geworden ?"
"11001013","CMN","你进去见大卫王 ， 对他说 ： ‘我主我王 ， 你不是曾经向婢女起誓 ， 说 ： “你的儿子所罗门必接续我作王 ， 他要坐在我的王位上”吗？现在为什么亚多尼雅作了王呢？’"
"11001013","JPN","あなたはすぐダビデ王のところへ行って、『王わが主よ、あなたは、はしために誓って、おまえの子ソロモンが、わたしに次いで王となり、わたしの位に座するであろうと言われたではありませんか。そうであるのに、どうしてアドニヤが王となったのですか』と言いなさい。"
"11001018","ENG","» Adonijah has already become king . You do not know anything about it ."
"11001018","DEU","Nun aber , siehe , ist Adonia König geworden , und du , mein Herr und König , weisst nicht darum ?"
"11001018","CMN","可是 ， 现在亚多尼雅作了王了 ； 而我主我王 ， 你还不知道。"
"11001018","JPN","そうであるのに、ごらんなさい、今アドニヤが王となりました。王わが主よ、あなたはそれをごぞんじないのです。"
"11001035","ENG","» Follow him back here when he comes to sit on my throne . He will succeed me as king . He is the one I have chosen to be the ruler over Israel and Judah . «"
"11001035","DEU","Darnach zieht hinter ihm drein wieder herauf ; er aber komme und setze sich auf meinen Thron . Er soll König sein an meiner Statt ; ihn bestelle ich zum Fürsten über Israel und Juda ."
"11001035","CMN","然后你们要跟随他上来 ； 他要来坐在我的王位上 ； 他要接续我作王。我已经立了他作以色列和犹大的统治者。”"
"11001035","JPN","それから、あなたがたは彼に従って上ってきなさい。彼はきて、わたしの位に座し、わたしに代って王となるであろう。わたしは彼を立ててイスラエルとユダの上に主君とする」。"
"11001037","ENG","» Jehovah has been with Your Majesty . May he also be with Solomon and make his reign even more prosperous than yours . «"
"11001037","DEU","Wie der Herr mit meinem Herrn und König gewesen ist , so sei er auch mit Salomo , und er mache seinen Thron noch erhabener als den Thron meines Herrn , des Königs David !"
"11001037","CMN","耶和华怎样与我主我王同在 ， 愿他也照样与所罗门同在 ， 使他的王位 ， 比我主大卫王的王位更伟大。”"
"11001037","JPN","願わくは、主が王わが主君と共におられたように、ソロモンと共におられて、その位をわが主君ダビデ王の位よりも大きくせられますように」。"
"11001039","ENG","Zadok took the container of olive oil that he had brought from the Tent of Jehovah’s presence , and anointed Solomon . They blew the trumpet , and all the people shouted : » Long live King Solomon ! «"
"11001039","DEU","Und der Priester Zadok nahm das Ölhorn aus dem Zelte und salbte Salomo . Dann stiessen sie in die Posaune , und alles Volk rief : Es lebe der König Salomo !"
"11001039","CMN","撒督祭司从帐幕里拿出那盛膏油的角 ， 膏立所罗门 ； 然后有人吹角 ， 众民就说 ： “所罗门王万岁 ！ ”"
"11001039","JPN","祭司ザドクは幕屋から油の角を取ってきて、ソロモンに油を注いだ。そしてラッパを吹き鳴らし、民は皆「ソロモン王万歳」と言った。"
"11001047","ENG","» Even the royal officials have come to congratulate His Majesty King David , saying : May your God make Solomon's name more famous than yours and his reign greater than your reign . The king himself bowed down on his bed"
"11001047","DEU","und schon sind die Diener des Königs hineingegangen , unserm Herrn , dem König David , Glück zu wünschen , indem sie sprachen : Dein Gott mache den Namen Salomos noch herrlicher als deinen Namen und seinen Thron noch erhabener als deinen Thron ! Und der König hat sich auf seinem Lager verneigt ."
"11001047","CMN","而且王的臣仆也来为我们的主大卫王祝福说 ： ‘愿你的 神使所罗门的名声比你的更尊荣 ， 使他的王位比你的更伟大。’王就在床上屈身下拜。"
"11001047","JPN","かつ王の家来たちがきて、主君ダビデ王に祝いを述べて、『願わくは、あなたの神がソロモンの名をあなたの名よりも高くし、彼の位をあなたの位よりも大きくされますように』と言いました。そして王は床の上で拝されました。"
"11001051","ENG","King Solomon was told that Adonijah was afraid of him and that he was holding on to the corners of the altar . He heard that he said : » First , I want King Solomon to swear to me that he will not have me put to death . «"
"11001051","DEU","Und es ward Salomo gemeldet : Siehe , Adonia fürchtet sich vor dem König Salomo , und nun hat er die Hörner des Altars gefasst und spricht : Der König Salomo soll mir erst schwören , dass er seinen Knecht nicht mit dem Schwerte töten will ."
"11001051","CMN","有人告诉所罗门说 ： “亚多尼雅惧怕所罗门王。他现在抓紧祭坛的角说 ： ‘愿所罗门王今天向我起誓 ， 决不会用刀杀死他的仆人。’”"
"11001051","JPN","ある人がこれをソロモンに告げて言った、「アドニヤはソロモンを恐れ、今彼は祭壇の角をつかんで、『どうぞ、ソロモン王がきょう、つるぎをもってしもべを殺さないとわたしに誓ってくださるように』と言っています」。"
"11002024","ENG","» Now by the living God Jehovah who has given me my throne from David my father . He made me one of a line of kings . He gave me his word . Adonijah will be put to death this day . «"
"11002024","DEU","Und nun , so wahr der Herr lebt , der mich eingesetzt und auf den Thron meines Vaters David erhoben und ihm so ein Haus gegründet hat , wie er verheissen - heute noch soll Adonia sterben !"
"11002024","CMN","现在 ， 我指着永活的耶和华──那位坚立了我 ， 使我坐在我父亲大卫的王位上 ， 又照他所应许 ， 为我建立家室的──起誓 ， 今天亚多尼雅必被处死 ！ ”"
"11002024","JPN","わたしを立てて、父ダビデの位にのぼらせ、主が約束されたように、わたしに一家を与えてくださった主は生きておられる。アドニヤはきょう殺されなければならない」。"
"11003008","ENG","» I am among the people you have chosen to be your own . They are a people who are so many that they cannot be counted ."
"11003008","DEU","Und nun steht dein Knecht inmitten deines Volkes , das du erwählt hast , eines Volkes , so gross , dass niemand es vor Menge zählen noch berechnen kann ."
"11003008","CMN","仆人住在你拣选的子民中 ； 这些子民很多 ， 多得不能数算。"
"11003008","JPN","かつ、しもべはあなたが選ばれた、あなたの民、すなわちその数が多くて、数えることも、調べることもできないほどのおびただしい民の中におります。"
"11004019","ENG","Geber son of Uri : the region of Gilead , which had been ruled by King Sihon of the Amorites and King Og of Bashan . Besides these twelve , there was one governor over all the land ."
"11004019","DEU","Geber , der Sohn Uris , im Gebiet von Gad , im Lande Sihons , des Königs der Amoriter , und des Königs Og von Basan . Und ein Statthalter war gesetzt über alle Statthalter im Lande ."
"11004019","CMN","乌利的儿子基别在基列地 ， 就是从前亚摩利王西宏和巴珊王噩之地。这地只有 一 个官员管理。"
"11004019","JPN","アモリびとの王シホンの地およびバシャンの王オグの地なるギレアデの地にはウリの子ゲベル。彼はその地のただひとりの代官であった。"
"11005005","ENG","» Jehovah promised my father David : ‘ Your son , whom I will make king after you , will build a Temple for me . I have decided to build that Temple for the worship of Jehovah my God . ’"
"11005005","DEU","sodass Juda und Israel sicher wohnten , ein jeder unter seinem Weinstock und unter seinem Feigenbaum , von Dan bis Beerseba , solange Salomo lebte ."
"11005005","CMN","所以我有意要为耶和华我的 神的名建造殿宇 ， 正如耶和华曾对我的父亲大卫说 ： ‘你的儿子 ， 就是我要使他接续你坐在王位上的 ， 要为我的名建造殿宇。’"
"11005005","JPN","主が父ダビデに『おまえに代って、おまえの位に、わたしがつかせるおまえの子、その人がわが名のために宮を建てるであろう』と言われたように、わが神、主の名のために宮を建てようと思います。"
"11007014","ENG","Huram was knowledgeable and skilled in making things out of copper . He was the son of a widow from the tribe of Naphtali . His father had been from Tyre . He went to do all of King Solomon’s work ."
"11007014","DEU","Der war der Sohn einer Witwe aus dem Stamme Naphtali , sein Vater aber war von Tyrus gewesen , ein Erzschmied . Hiram nun war voll Geschick , Verstand und Einsicht für allerlei Arbeiten in Erz . Er kam zum König Salomo und führte alle Arbeiten für ihn aus ."
"11007014","CMN","户兰是拿弗他利支派中 一 个寡妇的儿子 ； 他父亲是推罗人 ， 是个铜匠。户兰满有智慧、聪明和知识 ， 能作各样铜工 ； 他来到所罗门王那里 ， 作王的 一 切工作。"
"11007014","JPN","彼はナフタリの部族の寡婦の子であって、その父はツロの人で、青銅の細工人であった。ヒラムは青銅のいろいろな細工をする知恵と悟りと知識に満ちた者であったが、ソロモン王のところにきて、そのすべての細工をした。"
"11008012","ENG","Solomon prayed : » Jehovah , you have placed the sun in the sky , yet you have chosen to live in clouds and darkness ."
