"verse_id","lang","text"
"10001025","CMN","勇士怎么会在战阵上倒毙 ， 约拿单在高处被刺死 ！"
"10001025","JPN","ああ、勇士たちは戦いのさなかに倒れた。ヨナタンは、あなたの高き所で殺された。"
"10001027","ENG","» The mighty have fallen , their weapons abandoned and useless . «"
"10001027","DEU","Wie sind die Helden gefallen , dahin die Rüstzeuge des Krieges !"
"10001027","CMN","勇士怎么会倒毙 ！ 争战的武器怎么会毁灭 ！ ”"
"10001027","JPN","ああ、勇士たちは倒れた。戦いの器はうせた」。"
"10002007","ENG","» Be strong and courageous . Your master Saul is dead . Therefore the tribe of Judah has anointed me to be their king . «"
"10002007","DEU","So fasset nun Mut und zeigt euch als wackere Männer ; denn Saul , euer Herr , ist tot . Auch hat mich das Haus Juda zum König über sich gesalbt ."
"10002007","CMN","现在你们要坚强 ， 要作勇敢的人 ， 因为你们的主扫罗已经死了 ； 犹大家已经膏立了我作他们的王了。”"
"10002007","JPN","今あなたがたは手を強くし、雄々しくあれ。あなたがたの主君サウルは死に、ユダの家がわたしに油を注いで、彼らの王としたからである」。"
"10002027","ENG","Joab said : » As God lives ; if you had not spoken the men would have continued following their brothers . «"
"10002027","DEU","Joab sprach : So wahr Gott lebt ! hättest du nicht geredet , dann hätten sich die Leute erst am Morgen von der Verfolgung ihrer Brüder zurückgezogen ."
"10002027","CMN","约押说 ： “我指着永活的 神起誓 ， 如果你们没有说过比武的话 ， 大家必在早晨的时候离去 ， 不再追赶自己的兄弟。”"
"10002027","JPN","ヨアブは言った、「神は生きておられる。もしあなたが言いださなかったならば、民はおのおのその兄弟を追わずに、朝のうちに去っていたであろう」。"
"10003008","ENG","Ishbosheth’s question made Abner very angry . » Am I a dog that belongs to Judea ? « He asked . » Until now I have been faithful to your father Saul’s family , to his relatives and friends . I did not hand you over to David . But now you charge me with a crime because of this woman ."
"10003008","DEU","Da wurde Abner sehr zornig über die Worte Isbaals und sprach : Bin ich denn jetzt ein judäischer Hundskopf , nachdem ich dem Hause deines Vaters Saul , seinen Brüdern und Freunden , Liebe erwiesen und dich nicht in die Hände Davids habe geraten lassen ? Und du machst mir heute Vorwürfe wegen eines Weibes ?"
"10003008","CMN","押尼珥因伊施波设的话非常忿怒 ， 说 ： “我是犹大的狗头吗？今天我厚待你的父亲扫罗家、他的兄弟和他的朋友 ， 没有把你交在大卫的手中 ； 可是 ， 今天你竟为了这女人的事来找我的错 ！"
"10003008","JPN","アブネルはイシボセテの言葉を聞き、非常に怒って言った、「わたしはユダの犬のかしらですか。わたしはきょう、あなたの父サウルの家と、その兄弟と、その友人とに忠誠をあらわして、あなたをダビデの手に渡すことをしなかったのに、あなたはきょう、女の事のあやまちを挙げてわたしを責められる。"
"10003019","ENG","Abner also spoke to the people of Benjamin . Then Abner went directly to David in Hebron . He told him everything Israel and the entire tribe of Benjamin had approved ."
"10003019","DEU","Ebenso redete Abner zu den Benjaminiten . Darnach ging Abner auch hin , um David in Hebron alles zu berichten , was Israel und das ganze Haus Benjamin beschlossen hatten ."
"10003019","CMN","押尼珥也把这话说给便雅悯人听 ， 然后又去希伯仑 ， 把以色列人和便雅悯全都同意的 一 切事说给大卫听。"
"10003019","JPN","アブネルはまたベニヤミンにも語った。そしてアブネルは、イスラエルとベニヤミンの全家が良いと思うことをみな、ヘブロンでダビデに告げようとして出発した。"
"10003022","ENG","Just then David’s men and Joab came home from a raid with a lot of plunder . Abner had been dismissed , so he was no longer with David in Hebron ."
"10003022","DEU","Da kamen gerade die Knechte Davids mit Joab von einem Streifzug heim und brachten reiche Beute mit . Abner aber war nicht mehr bei David in Hebron , sondern er hatte ihn in Frieden wieder ziehen lassen ."
"10003022","CMN","那时 ， 大卫的臣仆和约押攻击敌人回来 ， 带回许多的战利品。当时 ， 押尼珥不在希伯仑大卫那里 ， 因为大卫已经打发他离去 ， 他也平平安安地走了。"
"10003022","JPN","ちょうどその時、ダビデの家来たちはヨアブと共に多くのぶんどり物を携えて略奪から帰ってきた。しかしアブネルはヘブロンのダビデのもとにはいなかった。ダビデが彼を帰らせて彼が安全に去ったからである。"
"10003024","ENG","Joab went to the king and asked : » What have you done ? Abner came to see you . Why did you send him away ?"
"10003024","DEU","Da ging Joab zum König hinein und sprach : Was hast du getan ? Abner ist also zu dir gekommen ; warum hast du ihn in Frieden wieder ziehen lassen ?"
"10003024","CMN","约押进去见王 ， 说 ： “你作了什么事？尼珥的儿子押尼珥来见你 ， 你为什么把他送走？现在他已经平平安安地走了。"
"10003024","JPN","そこでヨアブは王のもとに行って言った、「あなたは何をなさったのですか。アブネルがあなたの所にきたのに、あなたはどうして、彼を返し去らせられたのですか。"
"10003027","ENG","Abner arrived in Hebron . Joab took him aside at the gate , as though he wanted to speak privately with him . There he stabbed him in the stomach . So Abner was murdered because he had killed Joab’s brother Asahel ."
"10003027","DEU","Als Abner nach Hebron zurückkam , führte ihn Joab abseits in den Winkel des Tores , um heimlich mit ihm zu reden ; dort stach er ihn in den Bauch , dass er starb - um das Blut seines Bruders Asahel zu rächen ."
"10003027","CMN","押尼珥回到了希伯仑 ， 约押就拉他到城门旁边与他密谈。约押就在那里刺透他的肚子 ， 他就死了。这样 ， 他替自己的兄弟亚撒黑报了血仇。"
"10003027","JPN","アブネルがヘブロンに帰ってきたとき、ヨアブはひそかに語ろうといって彼を門のうちに連れて行き、その所で彼の腹を刺して死なせ、自分の兄弟アサヘルの血を報いた。"
"10003038","ENG","The king told his officers : » Do you not know that today a leader , a great man , has fallen in Israel ?"
"10003038","DEU","Und der König sprach zu seinen Knechten : Wisst ihr nicht , dass heute ein Fürst und Grosser in Israel gefallen ist ?"
"10003038","CMN","王对他的臣仆说 ： “你们不知道今天在以色列中 ， 有 一 位将领和伟人倒毙了吗？"
"10003038","JPN","王はその家来たちに言った、「この日イスラエルで、ひとりの偉大なる将軍が倒れたのをあなたがたは知らないのか。"
"10004001","ENG","Saul’s son Ishbosheth heard that Abner had died in Hebron . He lost his courage , and all Israel was alarmed ."
"10004001","DEU","ALS aber Isbaal , der Sohn Sauls , hörte , dass Abner in Hebron umgekommen war , entsank ihm der Mut , und ganz Israel erschrak ."
"10004001","CMN","扫罗的儿子伊施波设听见押尼珥在希伯仑死了 ， 就怕得手都发软 ， 以色列众人也都惊惶失措。"
"10004001","JPN","サウルの子イシボセテは、アブネルがヘブロンで死んだことを聞いて、その力を失い、イスラエルは皆あわてた。"
"10004008","ENG","They took the head of Ishbosheth to David at Hebron and said to the king , » Here is the head of Ishbosheth the son of Saul , your enemy , who sought your life . Jehovah has given my lord the king vengeance this day on Saul and his descendants . «"
"10004008","DEU","brachten den Kopf Isbaals zu David nach Hebron und sprachen zum König : Da hast du den Kopf Isbaals , des Sohnes Sauls , deines Feindes , der dir nach dem Leben stellte . Der Herr hat heute meinem Gebieter , dem König , Rache gewährt an Saul und seinem Geschlecht ."
"10004008","CMN","把伊施波设的头带到希伯仑去见大卫 ， 对王说 ： “你的仇敌扫罗过去常常寻索你的命。看哪 ！ 这是他儿子伊施波设的头。今天耶和华在扫罗和他后裔的身上为我主我王报了仇了。”"
"10004008","JPN","イシボセテの首をヘブロンにいるダビデのもとに携えて行って王に言った、「あなたの命を求めたあなたの敵サウルの子イシボセテの首です。主はきょう、わが君、王のためにサウルとそのすえとに報復されました」。"
"10004010","ENG","» I once seized a man who told me that Saul had died . He thought he was bringing good news . I killed him in Ziklag to reward him for his news ."
"10004010","DEU","den , der mir die Kunde brachte : "" Saul ist tot ! "" und der meinte , er sei ein Freudenbote , den griff ich und tötete ihn in Ziklag und gab ihm so den Botenlohn ."
"10004010","CMN","从前有人向我报信说 ： ‘看哪 ！ 扫罗死了。’他自以为是报好消息 ， 我却抓住他 ， 把他杀在洗革拉 ， 这就是我给他作报好消息的酬报。"
"10004010","JPN","わたしはかつて、人がわたしに告げて、『見よ、サウルは死んだ』と言って、みずから良いおとずれを伝える者と思っていた者を捕えてチクラグで殺し、そのおとずれに報いたのだ。"
"10004011","ENG","» How much more should I reward wicked men who kill an innocent man on his own bed in his home ? Jehovah has rescued me from every trouble . I solemnly swear , as Jehovah lives , I will now seek revenge for his murder and rid the land of you . «"
"10004011","DEU","Wieviel mehr , wenn ruchlose Menschen einen rechtschaffenen Mann im eigenen Hause auf seinem Lager ermordet haben - sollte ich da nicht sein Blut von euch fordern und euch von der Erde vertilgen ?"
"10004011","CMN","何况恶人在义人的家里 ， 把义人杀在床上。现在我怎能不从你们手中追讨流他血的罪 ， 把你们从这世上除灭呢？”"
"10004011","JPN","悪人が正しい人をその家の床の上で殺したときは、なおさらのことだ。今わたしが、彼の血を流した罪を報い、あなたがたを、この地から絶ち滅ぼさないでおくであろうか」。"
"10005012","ENG","David knew that Jehovah made him king of Israel and that he had made him a powerful ruler for the good of his people ."
"10005012","DEU","Und David erkannte , dass der Herr ihn als König über Israel bestätigt und sein Königtum emporgebracht habe um seines Volkes Israel willen ."
"10005012","CMN","大卫就知道耶和华已经立他作以色列的王 ， 又因自己的子民以色列的缘故 ， 使他的国兴盛。"
"10005012","JPN","そしてダビデは主が自分を堅く立ててイスラエルの王とされたこと、主がその民イスラエルのためにその王国を興されたことを悟った。"
"10005020","ENG","David went to Baal Perazim and defeated the Philistines . He said : » Jehovah has overwhelmed my enemies in front of me like an overwhelming flood . « That is why that place is called Baal Perazim Master of Breaking Through"
"10005020","DEU","Da zog David nach Baal-Perazim und schlug sie dort ; und er sprach : "" Der Herr hat meine Feinde vor mir her durchbrochen , wie das Wasser den Damm durchbricht . "" Daher nannte man jenen Ort Baal-Perazim ."
"10005020","CMN","于是大卫来到巴力．毗拉心 ， 在那里击败了非利士人 ， 说 ： “耶和华在我面前冲破我的敌人 ， 好像洪水冲破堤岸 一 般。”因此他给那地方起名叫巴力．毗拉心。"
"10005020","JPN","そこでダビデはバアル・ペラジムへ行って、彼らをその所で撃ち破り、そして言った、「主は、破り出る水のように、敵をわたしの前に破られた」。それゆえにその所の名はバアル・ペラジムと呼ばれている。"
"10006008","ENG","Because of that the place has been called Perez Uzzah breakthrough of Uzzah ever since . David was furious because Jehovah punished Uzzah in anger ."
"10006008","DEU","Da wurde David unmutig , dass der Herr an Ussa einen Riss gerissen , und man nannte jenen Ort Perez-Ussa bis auf diesen Tag ."
"10006008","CMN","大卫因为耶和华击杀了乌撒 ， 就很生气 ， 因此称那地方为毗列斯．乌撒 ， 直到今日。"
"10006008","JPN","主がウザを撃たれたので、ダビデは怒った。その所は今日までペレヅ・ウザと呼ばれている。"
"10006012","ENG","King David was told : » Jehovah has blessed Obed Edom’s home and everything he owns because of the Ark of God . « Then David joyfully went to get the Ark of God from Obed Edom’s house and bring it to the City of David ."
"10006012","DEU","Als man nun dem König David meldete : "" Der Herr hat das Haus Obed-Edoms und alles , was ihm gehört , um der Lade Gottes willen gesegnet "" , da ging David hin und holte die Lade Gottes mit Freuden aus dem Hause Obed-Edoms in die Stadt Davids herauf ."
"10006012","CMN","有人告诉大卫王 ： “耶和华因为 神的约柜的缘故 ， 赐福给俄别．以东的家和 一 切属他的。”大卫就去 ， 欢欢喜喜把 神的约柜从俄别．以东的家中抬上大卫的城里去。"
"10006012","JPN","しかしダビデ王は、「主が神の箱のゆえに、オベデエドムの家とそのすべての所有を祝福されている」と聞き、ダビデは行って、喜びをもって、神の箱をオベデエドムの家からダビデの町にかき上った。"
"10007006","ENG","» From the time I rescued the people of Israel from Egypt until now , I have never lived in a temple . I have traveled around living in a tent ."
"10007006","DEU","Habe ich doch in keinem Hause gewohnt von dem Tage an , da ich Israel aus Ägypten heraufführte , bis auf diesen Tag , sondern in einer Zeltwohnung bin ich umhergezogen ."
"10007006","CMN","因为自从我把以色列人从埃及带上来的那天起 ， 直到今日 ， 我都没有住过殿宇。我 一 直都住在帐棚和会幕里 ， 到处漂泊。"
"10007006","JPN","わたしはイスラエルの人々をエジプトから導き出した日から今日まで、家に住まわず、天幕をすまいとして歩んできた。"
"10007007","ENG","» In all my traveling with the people of Israel I never asked any of the leaders that I appointed why they had not built me a temple made of cedar . ’ «"
"10007007","DEU","Habe ich etwa , solange ich in ganz Israel umherzog , zu einem der Richter Israels , die ich als Hirten meines Volkes Israel bestellt habe , jemals gesagt : Warum habt ihr mir kein Zedernhaus gebaut ?"
"10007007","CMN","我与以色列众人 一 起走过的地方 ， 我可曾对以色列的 一 个支派的官长 ， 就是我所吩咐要牧养我子民以色列的 ， 说 ： 你们为什么不给我建造 一 座香柏木的殿宇呢？’"
"10007007","JPN","わたしがイスラエルのすべての人々と共に歩んだすべての所で、わたしがわたしの民イスラエルを牧することを命じたイスラエルのさばきづかさのひとりに、ひと言でも「どうしてあなたがたはわたしのために香柏の家を建てないのか」と、言ったことがあるであろうか』。"
"10007011","ENG","when I let judges rule my people . I have kept your enemies from attacking you . Now I promise that you and your descendants will be kings ."
"10007011","DEU","seit der Zeit , da ich Richter über mein Volk Israel bestellt habe , und ich will ihm Ruhe schaffen vor all seinen Feinden . Dich aber will der Herr gross machen ; denn der Herr wird dir ein Haus bauen ."
"10007011","CMN","像我立了士师治理我的子民以色列的那天以来那样。我要使你安享太平 ， 不受你所有的仇敌侵扰。耶和华向你宣告 ， 耶和华要亲自为你建立 一 个朝代。"
"10007011","JPN","また前のように、わたしがわたしの民イスラエルの上にさばきづかさを立てた日からこのかたのように、悪人が重ねてこれを悩ますことはない。わたしはあなたのもろもろの敵を打ち退けて、あなたに安息を与えるであろう。主はまた「あなたのために家を造る」と仰せられる。"
"10007018","ENG","David went into the tent he set up for the ark . Then he sat there and prayed : » Jehovah All-Powerful , my family and I do not deserve what you have already done for us ."
"10007018","DEU","Da ging der König David hinein , liess sich vor dem Herrn nieder und sprach : Wer bin ich , Gott mein Herr , und was ist mein Haus , dass du mich bis hierher gebracht hast ?"
"10007018","CMN","于是 ， 大卫王进去 ， 坐在耶和华面前 ， 说 ： “主耶和华啊 ！ 我是谁 ， 我的家又算什么 ， 你竟带领我到这地步？"
"10007018","JPN","その時ダビデ王は、はいって主の前に座して言った、「主なる神よ、わたしがだれ、わたしの家が何であるので、あなたはこれまでわたしを導かれたのですか。"
"10007019","ENG","» Yet this was insignificant in your eyes , O Sovereign Lord Jehovah for you have spoken also of your servant’s house in the distant future . And this is the law for man , O Sovereign Lord Jehovah ."
"10007019","DEU","Und auch das war dir noch nicht genug , o Gott mein Herr ; du hast sogar dem Hause deines Knechtes auf ferne Zukunft hin Verheissungen gegeben und hast mich viele Geschlechter von Menschen schauen lassen , o Gott mein Herr !"
"10007019","CMN","主耶和华啊 ， 这在你眼中还看为小事 ， 你也说到你仆人的家未来的事。主耶和华啊 ， 这岂是人常遇到的事吗？"
"10007019","JPN","主なる神よ、これはなおあなたの目には小さい事です。主なる神よ、あなたはまたしもべの家の、はるか後の事を語って、きたるべき代々のことを示されました。"
"10007021","ENG","» For the sake of your Word and according to your will you have done this great thing . You have made it known to your servant !"
"10007021","DEU","Um deines Knechtes willen und nach deinem Herzen hast du gehandelt , indem du all dies Grosse deinem Knechte kund tatest ."
"10007021","CMN","你因自己应许的缘故 ， 又按照自己的心意 ， 行了这大事 ， 为要使你仆人明白。"
"10007021","JPN","あなたの約束のゆえに、またあなたの心に従って、あなたはこのもろもろの大いなる事を行い、しもべにそれを知らせられました。"
"10007022","ENG","» For this reason you are great , O Sovereign Lord Jehovah . There is none like you . There is no God besides you according to all that we have heard with our ears ."
"10007022","DEU","Darum bist du gross , o Gott mein Herr ; denn keiner ist dir gleich , und kein Gott ist ausser dir , nach allem , was wir mit unsern Ohren gehört haben ."
"10007022","CMN","主耶和华啊 ， 因此 ， 你是伟大的 ！ 按照我们耳朵所听见的 ， 没有像你的 ， 除了你以外 ， 再没有别的 神。"
"10007022","JPN","主なる神よ、あなたは偉大です。それは、われわれがすべて耳に聞いたところによれば、あなたのような者はなく、またあなたのほかに神はないからです。"
"10007024","ENG","» You chose Israel to be your people from generation to generation ! You have become their God ."
"10007024","DEU","Du aber hast dir dein Volk Israel auf ewig zum Volke bestimmt , und du , Herr , bist sein Gott geworden ."
"10007024","CMN","你为自己坚立了你的子民以色列 ， 使他们永远作你的子民 ； 耶和华啊 ， 你也作了他们的 神。"
"10007024","JPN","そしてあなたの民イスラエルを永遠にあなたの民として、自分のために、定められました。主よ、あなたは彼らの神となられたのです。"
"10007025","ENG","» And now , Jehovah God , please do what you have promised ."
"10007025","DEU","So erfülle nun , o Gott mein Herr , für alle Zeiten die Verheissung , die du deinem Knecht und seinem Hause gegeben , und tue wie du geredet hast !"
"10007025","CMN","耶和华 神啊 ！ 你所应许关于你仆人和他的家的话 ， 现在求你永远坚守 ， 并且照着你所说的去行吧 ；"
"10007025","JPN","主なる神よ、今あなたが、しもべとしもべの家とについて語られた言葉を長く堅うして、あなたの言われたとおりにしてください。"
"10007027","ENG","» Now therefore , may it please you to bless the house of your servant that it may continue a long time before you . You O Lord Jehovah have spoken . May the house of your servant be blessed from generation to generation ."
"10007027","DEU","Denn du , Herr der Heerscharen , Gott Israels , hast deinem Knecht geoffenbart : "" Ich will dir ein Haus bauen . "" Darum hat sich dein Knecht ein Herz gefasst , so zu dir zu beten ."
"10007027","CMN","万军之耶和华以色列的 神啊 ！ 因为你曾启示你的仆人说 ： ‘我要为你建立家室。’所以你的仆人才敢来向你作这样的祷告。"
"10007027","JPN","万軍の主、イスラエルの神よ、あなたはしもべに示して、『おまえのために家を建てよう』と言われました。それゆえ、しもべはこの祈をあなたにささげる勇気を得たのです。"
"10007028","ENG","» Lord Jehovah , you are God . You have promised me some very good things , and you can be trusted to do what you promise ."
"10007028","DEU","Und nun , o Gott mein Herr , du bist Gott , und deine Worte sind Wahrheit ; du hast deinem Knechte solches Glück verheissen -"
"10007028","CMN","主耶和华啊 ！ 你是 神 ； 你的话是真实可信的。你向你仆人应许了这美好的福分。"
"10007028","JPN","主なる神よ、あなたは神にましまし、あなたの言葉は真実です。あなたはこの良き事をしもべに約束されました。"
"10007029","ENG","» Please bless my descendants and let them be your chosen kings for a very long time . You have already promised , and I am sure that you will bless my family from generation to generation . «"
"10007029","DEU","so wollest du denn das Haus deines Knechtes segnen , dass es ewig vor dir bestehe ; denn du , o Gott mein Herr , hast geredet , und durch deinen Segen wird das Haus deines Knechtes immerdar gesegnet sein ."
"10007029","CMN","现在求你乐意赐福给你仆人的家 ， 使它在你面前可以永远存在。主耶和华啊 ！ 因为你曾经这样应许 ， 愿你仆人的家因你的赐福永远蒙福。”"
"10007029","JPN","どうぞ今、しもべの家を祝福し、あなたの前に長くつづかせてくださるように。主なる神よ、あなたがそれを言われたのです。どうぞあなたの祝福によって、しもべの家がながく祝福されますように」。"
"10008009","ENG","Soon King Toi of Hamath heard that David had defeated Hadadezer’s entire army ."
"10008009","DEU","Als aber Thou , der König von Hamath , hörte , dass David das ganze Heer Hadad-Esers geschlagen habe ,"
"10008009","CMN","哈马王陀以听见大卫打败了哈大底谢的全军 ，"
"10008009","JPN","時にハマテの王トイは、ダビデがハダデゼルのすべての軍勢を撃ち破ったことを聞き、"
"10008010","ENG","He sent his son Joram to greet King David and congratulate him for fighting and defeating Hadadezer . There had often been war between Hadadezer and Toi . Joram brought articles of gold , silver , and copper with him ."
"10008010","DEU","sandte er seinen Sohn Hadoram zu König David , um ihn zu begrüssen und ihm Glück zu wünschen zu seinem Siege über Hadad-Eser - Hadad-Eser hatte nämlich im Krieg mit Thou gelegen - , und er brachte silberne , goldene und eherne Geräte mit ."
"10008010","CMN","就差派他的儿子约兰去见大卫王 ， 向他问安 ， 祝贺他 ， 因为大卫和哈大底谢争战 ， 竟击败了他。原来陀以常常与哈大底谢争战。约兰手里还带着 一 些银器、金器和铜器。"
"10008010","JPN","その子ヨラムをダビデ王のもとにつかわして、彼にあいさつし、かつ祝を述べさせた。ハダデゼルはかつてしばしばトイと戦いを交えたが、ダビデがハダデゼルと戦ってこれを撃ち破ったからである。ヨラムが銀の器と金の器と青銅の器を携えてきたので、"
"10010005","ENG","David was told what happened . He sent someone to meet them because they were deeply humiliated . The king said to them : » Stay at Jericho until your beards have grown back . Then return to Jerusalem . «"
"10010005","DEU","Als dies David gemeldet wurde , sandte er ihnen entgegen - denn die Männer waren schwer beschimpft - , und der König liess ihnen sagen : Bleibt in Jericho , bis euch der Bart gewachsen ist ; dann kommt wieder heim ."
"10010005","CMN","有人告诉大卫 ， 他就派人去迎接他们 ， 因为他们非常羞耻。王就说 ： “你们可以住在耶利哥 ， 等到你们的胡须长长了才回来。”"
"10010005","JPN","人々がこれをダビデに告げたので、ダビデは人をつかわして彼らを迎えさせた。その人々はひじょうに恥じたからである。そこで王は言った、「ひげがのびるまでエリコにとどまって、その後、帰りなさい」。"
"10010006","ENG","The Ammonites realized they had made themselves repulsive to David . They hired the Arameans from Beth Rehob and Zobah , with twenty thousand foot soldiers . From the army of the king of Maacah they hired one thousand men , and twelve thousand men of Tob ."
"10010006","DEU","Als aber die Ammoniter sahen , dass sie David verhasst geworden waren , sandten sie hin und warben die Syrer von Beth-Rehob und die Syrer von Zoba an , 20000 Mann Fussvolk , und den König von Maacha mit tausend Mann und die Leute von Tob , zwölftausend Mann ."
"10010006","CMN","亚扪人知道大卫憎恶他们 ， 就派人去招募伯．利合的亚兰人和琐巴的亚兰人 ， 步兵二万 ， 玛迦王的人 一 千 ， 陀伯人 一 万二千。"
"10010006","JPN","アンモンの人々は自分たちがダビデに憎まれていることがわかったので、人をつかわして、ベテ・レホブのスリヤびととゾバのスリヤびととの歩兵二万人およびマアカの王とその一千人、トブの人一万二千人を雇い入れた。"
"10010015","ENG","The Syrians knew they had been defeated by the Israelites . They called all their troops together ."
"10010015","DEU","Als nun die Syrer sahen , dass sie von Israel geschlagen worden waren , sammelten sie sich wieder ."
"10010015","CMN","亚兰人见自己被以色列人击败 ， 就再聚集起来。"
"10010015","JPN","しかしスリヤびとは自分たちのイスラエルに打ち敗られたのを見て、共に集まった。"
"10010019","ENG","As soon as the kings who were subject to Hadadezer realized that they had been defeated by the Israelites , they made peace with them and became their subjects . The Syrians were afraid to help the Ammonites any more ."
"10010019","DEU","Als sich nun alle die Könige , die Hadad-Eser untertan waren , von Israel geschlagen sahen , machten sie Frieden mit Israel und unterwarfen sich . Und die Syrer fürchteten sich , den Ammonitern noch fernerhin zu helfen ."
"10010019","CMN","所有臣服于哈大底谢的王看见自己被以色列人打败 ， 就与以色列人议和 ， 臣服于他们。于是亚兰人害怕 ， 不敢再帮助亚扪人了。"
"10010019","JPN","ハダデゼルの家来であった王たちはみな、自分たちがイスラエルに打ち敗られたのを見て、イスラエルと和を講じ、これに仕えた。こうしてスリヤびとは恐れて再びアンモンの人々を助けることをしなかった。"
"10011004","ENG","So David sent messengers to get her . She came to him and they had sexual intercourse . She had just cleansed herself after her monthly period . Then she went home ."
"10011004","DEU","Da schickte David Boten hin und liess sie holen ; und als sie zu ihm hineinkam , schlief er bei ihr . Sie war aber gerade daran , sich von ihrer Unreinheit zu reinigen . Dann kehrte sie nach Hause zurück ."
"10011004","CMN","于是大卫差派使者去把她接来。她来到大卫那里 ， 大卫就与她同房。那时她的月经刚得洁净。事后 ， 她就回家去了。"
"10011004","JPN","そこでダビデは使者をつかわして、その女を連れてきた。女は彼の所にきて、彼はその女と寝た。女は身の汚れを清めていたのである。）こうして女はその家に帰った。"
"10011010","ENG","Someone told David that Uriah did not go home . So the next morning David asked him : » Why did you not go home ? Have you been away for a long time ? «"
"10011010","DEU","Als man nun David meldete : Uria ist nicht in sein Haus hinabgegangen , sprach David zu ihm : Du kommst doch von der Reise heim ! Warum bist du nicht in dein Haus hinabgegangen ?"
"10011010","CMN","有人告诉大卫说 ： “乌利亚没有下到自己家里去。”大卫就问乌利亚 ： “你不是从远路回来吗？为什么不下到自己家里去呢？”"
"10011010","JPN","人々がダビデに、「ウリヤは自分の家に帰りませんでした」と告げたので、ダビデはウリヤに言った、「旅から帰ってきたのではないか。どうして家に帰らなかったのか」。"
"10012008","ENG","» ‘ I gave you his kingdom and his wives . Then I made you king over Israel and Judah . If this had not been enough , I would have given you twice as much ."
"10012008","DEU","ich habe dir das Haus deines Herrn gegeben und die Frauen deines Herrn an deinen Busen gelegt , ich habe dir das Haus Israel und Juda gegeben , und wäre das noch zu wenig , so wollte ich dir noch dies oder jenes hinzutun ."
"10012008","CMN","把你主人的家赐给你 ， 把你主人的妻妾交在你怀里 ， 又把以色列和犹大家赐给你。你若是还以为太少 ， 我还可以多多加给你。"
"10012008","JPN","あなたに主人の家を与え、主人の妻たちをあなたのふところに与え、またイスラエルとユダの家をあなたに与えた。もし少なかったならば、わたしはもっと多くのものをあなたに増し加えたであろう。"
"10012009","ENG","» ‘ Why have you disobeyed my commands ? Why did you do this evil thing ? You had Uriah killed in battle ! You let the Ammonites kill him . Then you took his wife !"
"10012009","DEU","Warum hast du den Herrn verachtet und getan , was ihm missfällt ? Den Hethiter Uria hast du mit dem Schwert erschlagen , und sein Weib hast du dir zum Weibe genommen ; ihn selbst aber hast du durch das Schwert der Ammoniter umgebracht ."
