"verse_id","language","text"
"10010019","JPN","ハダデゼルの家来であった王たちはみな、自分たちがイスラエルに打ち敗られたのを見て、イスラエルと和を講じ、これに仕えた。こうしてスリヤびとは恐れて再びアンモンの人々を助けることをしなかった。"
"10014013","ENG","The woman said : » Have you been hurting God’s people ? Your own son had to leave the country . When you judged in my favor , it was the same as admitting that you should have let him come back ."
"10014013","JPN","女は言った、「あなたは、それならばどうして、神の民に向かってこのような事を図られたのですか。王は今この事を言われたことによって自分を罪ある者とされています。それは王が追放された者を帰らせられないからです。"
"10014021","ENG","Later on the king said to Joab : » I have decided to do what you want . Go and get the young man Absalom and bring him back here . «"
"10014021","JPN","そこで王はヨアブに言った、「この事を許す。行って、若者アブサロムを連れ帰るがよい」。"
"10015024","ENG","Zadok the priest was there . He had Levites there carrying the sacred Ark of God . They set it down and did not pick it up again until all the people left the city . The priest Abiathar was there too ."
"10015024","JPN","そしてアビヤタルも上ってきた。見よ、ザドクおよび彼と共にいるすべてのレビびともまた、神の契約の箱をかいてきた。彼らは神の箱をおろして、民がことごとく町を出てしまうのを待った。"
"10016018","ENG","Hushai answered : » Jehovah and the people of Israel have chosen you to be king . I cannot leave . I must stay and serve the one they have chosen ."
"10016018","JPN","ホシャイはアブサロムに言った、「いいえ、主とこの民とイスラエルのすべての人々が選んだ者にわたしは属し、かつその人と一緒におります。"
"10018021","ENG","Someone from Ethiopia was standing there . Joab told him : » Go tell the king what you have seen . « The man knelt down in front of Joab and then got up and started running ."
"10018021","JPN","ヨアブはクシびとに言った、「行って、あなたの見た事を王に告げなさい」。クシびとはヨアブに礼をして走って行った。"
"10019010","ENG","» Absalom , whom we anointed to rule us , has died in battle . Why is no one talking about reinstating the king ? «"
"10019010","JPN","またわれわれが油を注いで、われわれの上に立てたアブサロムは戦いで死んだ。それであるのに、どうしてあなたがたは王を導きかえることについて、何をも言わないのか」。"
"10019022","ENG","David exclaimed : » Abishai , what will I do with you and your brother Joab ? Is it your job to tell me who has done wrong ? I have been made king of all Israel today . No one will be put to death ! «"
"10019022","JPN","ダビデは言った、「あなたがたゼルヤの子たちよ、あなたがたとなにのかかわりがあって、あなたがたはきょうわたしに敵対するのか。きょう、イスラエルのうちで人を殺して良かろうか。わたしが、きょうイスラエルの王となったことを、どうして自分で知らないことがあろうか」。"
"10019030","ENG","» Let him take it all , « Mephibosheth told the king . » It is enough for me that you have come home safely . «"
"10019030","JPN","メピボセテは王に言った、「わが主、王が安らかに家に帰られたのですから、彼にそれをみな取らせてください」。"
"10021012","ENG","David took the bones of Saul and his son Jonathan from the citizens of Jabesh Gilead . They had stolen them from the public square of Beth Shean , where the Philistines hung them the day they killed Saul at Gilboa ."
"10021012","JPN","ダビデは行ってサウルの骨とその子ヨナタンの骨を、ヤベシギレアデの人々の所から取ってきた。これはペリシテびとがサウルをギルボアで殺した日に、木にかけたベテシャンの広場から、彼らが盗んでいたものである。"
"10022005","ENG","» The waves of death had surrounded me . The torrents of destruction had overwhelmed me ."
"10022005","JPN","死の波はわたしをとりまき、滅びの大水はわたしを襲った。"
"10023003","ENG","» The God of Israel has spoken . The protector of Israel said to me : ‘ The king who rules with justice , who rules in obedience to God ."
"10023003","JPN","イスラエルの神は語られた、イスラエルの岩はわたしに言われた、『人を正しく治める者、神を恐れて、治める者は、"
"10024015","ENG","So Jehovah sent a plague among the Israelites from that morning until the time he had chosen . Of the people from Dan to Beersheba , seventy thousand died ."
"10024015","JPN","そこで主は朝から定めの時まで疫病をイスラエルに下された。ダンからベエルシバまでに民の死んだ者は七万人あった。"
"10024021","ENG","and said : » My lord the king ! Why have you come to see me ? « David answered : » I came to buy your threshing place . I have to build Jehovah an altar here , so this disease will stop killing the people . «"
"10024021","JPN","そしてアラウナは言った、「どうして王わが主は、しもべの所にこられましたか」。ダビデは言った、「あなたから打ち場を買い取り、主に祭壇を築いて民に下る災をとどめるためです」。"
"11001011","ENG","Then Nathan asked Solomon's mother Bathsheba : » Have you heard that Adonijah , Haggith's son , has become king , and our master David does not even know about it ?"
"11001011","JPN","時にナタンはソロモンの母バテシバに言った、「ハギテの子アドニヤが王となったのをお聞きになりませんでしたか。われわれの主ダビデはそれをごぞんじないのです。"
"11001013","ENG","» ‘ Go now to King David and ask him : ‘ Your Majesty , did you solemnly promise me that my son Solomon would succeed you as king ? How is it that Adonijah has become king ? ’"
"11001013","JPN","あなたはすぐダビデ王のところへ行って、『王わが主よ、あなたは、はしために誓って、おまえの子ソロモンが、わたしに次いで王となり、わたしの位に座するであろうと言われたではありませんか。そうであるのに、どうしてアドニヤが王となったのですか』と言いなさい。"
"11001018","ENG","» Adonijah has already become king . You do not know anything about it ."
"11001018","JPN","そうであるのに、ごらんなさい、今アドニヤが王となりました。王わが主よ、あなたはそれをごぞんじないのです。"
"11001035","ENG","» Follow him back here when he comes to sit on my throne . He will succeed me as king . He is the one I have chosen to be the ruler over Israel and Judah . «"
"11001035","JPN","それから、あなたがたは彼に従って上ってきなさい。彼はきて、わたしの位に座し、わたしに代って王となるであろう。わたしは彼を立ててイスラエルとユダの上に主君とする」。"
"11001037","ENG","» Jehovah has been with Your Majesty . May he also be with Solomon and make his reign even more prosperous than yours . «"
"11001037","JPN","願わくは、主が王わが主君と共におられたように、ソロモンと共におられて、その位をわが主君ダビデ王の位よりも大きくせられますように」。"
"11001039","ENG","Zadok took the container of olive oil that he had brought from the Tent of Jehovah’s presence , and anointed Solomon . They blew the trumpet , and all the people shouted : » Long live King Solomon ! «"
"11001039","JPN","祭司ザドクは幕屋から油の角を取ってきて、ソロモンに油を注いだ。そしてラッパを吹き鳴らし、民は皆「ソロモン王万歳」と言った。"
"11001047","ENG","» Even the royal officials have come to congratulate His Majesty King David , saying : May your God make Solomon's name more famous than yours and his reign greater than your reign . The king himself bowed down on his bed"
"11001047","JPN","かつ王の家来たちがきて、主君ダビデ王に祝いを述べて、『願わくは、あなたの神がソロモンの名をあなたの名よりも高くし、彼の位をあなたの位よりも大きくされますように』と言いました。そして王は床の上で拝されました。"
"11001051","ENG","King Solomon was told that Adonijah was afraid of him and that he was holding on to the corners of the altar . He heard that he said : » First , I want King Solomon to swear to me that he will not have me put to death . «"
"11001051","JPN","ある人がこれをソロモンに告げて言った、「アドニヤはソロモンを恐れ、今彼は祭壇の角をつかんで、『どうぞ、ソロモン王がきょう、つるぎをもってしもべを殺さないとわたしに誓ってくださるように』と言っています」。"
"11002024","ENG","» Now by the living God Jehovah who has given me my throne from David my father . He made me one of a line of kings . He gave me his word . Adonijah will be put to death this day . «"
"11002024","JPN","わたしを立てて、父ダビデの位にのぼらせ、主が約束されたように、わたしに一家を与えてくださった主は生きておられる。アドニヤはきょう殺されなければならない」。"
"11003008","ENG","» I am among the people you have chosen to be your own . They are a people who are so many that they cannot be counted ."
"11003008","JPN","かつ、しもべはあなたが選ばれた、あなたの民、すなわちその数が多くて、数えることも、調べることもできないほどのおびただしい民の中におります。"
"11004019","ENG","Geber son of Uri : the region of Gilead , which had been ruled by King Sihon of the Amorites and King Og of Bashan . Besides these twelve , there was one governor over all the land ."
"11004019","JPN","アモリびとの王シホンの地およびバシャンの王オグの地なるギレアデの地にはウリの子ゲベル。彼はその地のただひとりの代官であった。"
"11005005","ENG","» Jehovah promised my father David : ‘ Your son , whom I will make king after you , will build a Temple for me . I have decided to build that Temple for the worship of Jehovah my God . ’"
"11005005","JPN","主が父ダビデに『おまえに代って、おまえの位に、わたしがつかせるおまえの子、その人がわが名のために宮を建てるであろう』と言われたように、わが神、主の名のために宮を建てようと思います。"
"11007014","ENG","Huram was knowledgeable and skilled in making things out of copper . He was the son of a widow from the tribe of Naphtali . His father had been from Tyre . He went to do all of King Solomon’s work ."
"11007014","JPN","彼はナフタリの部族の寡婦の子であって、その父はツロの人で、青銅の細工人であった。ヒラムは青銅のいろいろな細工をする知恵と悟りと知識に満ちた者であったが、ソロモン王のところにきて、そのすべての細工をした。"
"11008012","ENG","Solomon prayed : » Jehovah , you have placed the sun in the sky , yet you have chosen to live in clouds and darkness ."
"11008012","JPN","そこでソロモンは言った、「主は日を天に置かれた。しかも主は自ら濃き雲の中に住まおうと言われた。"
"11008020","ENG","» Now Jehovah has kept his promise . I have succeeded my father as king of Israel . And I have built the Temple for the worship of Jehovah the God of Israel ."
"11008020","JPN","そして主はその言われた言葉を行われた。すなわちわたしは父ダビデに代って立ち、主が言われたように、イスラエルの位に座し、イスラエルの神、主の名のために宮を建てた。"
"11008029","ENG","» Watch over this Temple day and night . For this is the place where you have chosen to be worshiped . Hear me when I face this Temple and pray ."
"11008029","JPN","あなたが『わたしの名をそこに置く』と言われた所、すなわち、この宮に向かって夜昼あなたの目をお開きください。しもべがこの所に向かって祈る祈をお聞きください。"
"11008041","ENG","» When a foreigner who lives in a distant land hears of your fame and of the great things you have done for your people and comes to worship you and to pray at this Temple ,"
"11008041","JPN","またあなたの民イスラエルの者でなく、あなたの名のために遠い国から来る異邦人が、"
"11008044","ENG","» When your people go to war against their enemies , they pray to you , O Jehovah , toward the city you have chosen and the temple I built for your name ."
"11008044","JPN","あなたの民が敵と戦うために、あなたがつかわされる道を通って出て行くとき、もし彼らがあなたの選ばれた町、わたしがあなたの名のために建てた宮の方に向かって、主に祈るならば、"
"11008047","ENG","» If they come to their senses and are sorry for what they have done , and plead with you in the land where they are captives , saying : We have sinned . We have done wrong . We have been wicked ."
"11008047","JPN","もし彼らが捕われていった地で、みずから省みて悔い、自分を捕えていった者の地で、あなたに願い、『われわれは罪を犯しました、そむいて悪を行いました』と言い、"
"11008048","ENG","» If they change their attitude toward you in the land of their enemies where they are captives , if they pray to you toward the land that you gave their ancestors , and the city you have chosen , and the temple I have built for your name ,"
"11008048","JPN","自分を捕えていった敵の地で、心をつくし、精神をつくしてあなたに立ち返り、あなたが彼らの先祖に与えられた地、あなたが選ばれた町、わたしがあなたの名のために建てた宮の方に向かって、あなたに祈るならば、"
"11008054","ENG","When Solomon finished praying this prayer for mercy to Jehovah , he stood in front of Jehovah’s altar , where he had been kneeling with his hands stretched out toward heaven ."
"11008054","JPN","ソロモンはこの祈と願いをことごとく主にささげ終ると、それまで天に向かって手を伸べ、ひざまずいていた主の祭壇の前から立ちあがり、"
"11008056","ENG",""" THANKS TO JEHOVAH ! He has given his people Israel rest , as he has promised . None of the good promises he made through his servant Moses has failed to come true ."
"11008056","JPN","「主はほむべきかな。主はすべて約束されたように、その民イスラエルに太平を賜わった。そのしもべモーセによって仰せられたその良き約束は皆一つもたがわなかった。"
"11008059","ENG","» May these words I have prayed to Jehovah be near Jehovah our God day and night . Then he will give his people Israel and me justice every day as it is needed ."
"11008059","JPN","主の前にわたしが述べたこれらの願いの言葉が、日夜われわれの神、主に覚えられるように。そして主は日々の事に、しもべを助け、主の民イスラエルを助けられるように。"
"11008065","ENG","At that time Solomon and all Israel celebrated the festival . A large crowd had come from the territory between the border of Hamath and the River of Egypt to be near Jehovah our God for seven days ."
"11008065","JPN","その時ソロモンは七日の間われわれの神、主の前に祭を行った。ハマテの入口からエジプトの川に至るまでのすべてのイスラエルびとの大いなる会衆が彼と共にいた。"
"11009002","ENG","Jehovah came to him again in a vision just as he had done at Gibeon ."
"11009002","JPN","主はかつてギベオンでソロモンに現れられたように再び現れて、"
"11009003","ENG","Jehovah said : » I have heard your prayers and your supplication you made . I have made this house holy . I put my name there forever . My eyes and my heart will be there at all times ."
"11009003","JPN","彼に言われた、「あなたが、わたしの前に願った祈と願いとを聞いた。わたしはあなたが建てたこの宮を聖別して、わたしの名を永久にそこに置く。わたしの目と、わたしの心は常にそこにあるであろう。"
"11009006","ENG","» But if you turn from my ways , you or your children , and do not keep my orders and my laws which I have put before you , but go and make yourselves servants to other gods and give them worship :"
"11009006","JPN","しかし、あなたがた、またはあなたがたの子孫がそむいてわたしに従わず、わたしがあなたがたの前に置いた戒めと定めとを守らず、他の神々に行って、それに仕え、それを拝むならば、"
"11009007","ENG","» I will have Israel cut off from the land I gave them . I will abandon this house even though I have made it holy for myself . I will put you out of my sight . Israel will be a public example , and a word of shame among all peoples ."
"11009007","JPN","わたしはイスラエルを、わたしが与えた地のおもてから断つであろう。またわたしの名のために聖別した宮をわたしの前から投げすてるであろう。そしてイスラエルはもろもろの民のうちにことわざとなり、笑い草となるであろう。"
"11009009","ENG","» ‘ The answer will be : ‘ Because they turned away from Jehovah their God . The one who took their fathers out of the land of Egypt . They took for themselves other gods and gave them worship and became their servants : that is why Jehovah has sent this evil on them . ’ «"
"11009009","JPN","その時人々は答えて『彼らは自分の先祖をエジプトの地から導き出した彼らの神、主を捨てて、他の神々につき従い、それを拝み、それに仕えたために、主はこのすべての災を彼らの上に下したのである』と言うであろう」。"
"11009013","ENG","He said : » What sort of towns are these you have given me , my brother ? « So they were named the land of Cabul , to this day ."
"11009013","JPN","彼は、「兄弟よ、あなたがくださったこれらの町々は、いったいなんですか」と言った。それで、そこは今日までカブルの地と呼ばれている。"
"11010024","ENG","They came from all over the earth to see Solomon and to listen to his wisdom , which God had put in his heart ."
"11010024","JPN","全地の人々は神がソロモンの心に授けられた知恵を聞こうとしてソロモンに謁見を求めた。"
"11011009","ENG","Jehovah was angry with Solomon . This is because his heart turned away from Jehovah , the God of Israel , who had twice come to him in a vision ."
"11011009","JPN","このようにソロモンの心が転じて、イスラエルの神、主を離れたため、主は彼を怒られた。すなわち主がかつて二度彼に現れ、"
"11011015","ENG","When David had sent destruction on Edom , and Joab , the commander of the army went to bury the dead . They put to death every male in Edom ."
"11011015","JPN","さきにダビデはエドムにいたが、軍の長ヨアブが上っていって、戦死した者を葬り、エドムの男子をことごとく打ち殺した時、"
"11011024","ENG","and had become the leader of a gang of outlaws . This happened after David defeated Hadadezer and slaughtered his Syrian allies . Rezon and his gang lived in Damascus , where his followers made him king of Syria ."
"11011024","JPN","ダビデがゾバの人々を殺した後、彼は人々を自分のまわりに集めて略奪隊の首領となった。彼らはダマスコへ行って、そこに住み、ダマスコで彼を王とした。"
"11011036","ENG","» ‘ I will let Solomon's son keep one tribe . That way I will always have a descendant of my servant David ruling in Jerusalem , the city I have chosen as the place where I am worshiped ."
"11011036","JPN","その子には一つの部族を与えて、わたしの名を置くために選んだ町エルサレムで、わたしのしもべダビデに、わたしの前に常に一つのともしびを保たせるであろう。"
"11011038","ENG","» ‘ If you obey me completely I will always be with you . You must live by my laws , and win my approval by doing what I command , as my servant David did . I will make you king of Israel and will make sure that your descendants rule after you , just as I have done for David ."
"11011038","JPN","もし、あなたが、わたしの命じるすべての事を聞いて、わたしの道に歩み、わたしの目にかなう事を行い、わたしのしもべダビデがしたように、わたしの定めと戒めとを守るならば、わたしはあなたと共にいて、わたしがダビデのために建てたように、あなたのために堅固な家を建てて、イスラエルをあなたに与えよう。"
"11012006","ENG","Then King Rehoboam consulted elders who had been with Solomon his father when he was living . He said : » In your opinion , what answer am I to give to these people ? «"
"11012006","JPN","レハベアム王は父ソロモンの存命中ソロモンに仕えた老人たちに相談して言った、「この民にどう返答すればよいと思いますか」。"
"11012015","ENG","The king did not listen to the people . This came about by Jehovah’s purpose , so that what he had said by Ahijah the Shilonite to Jeroboam , son of Nebat , might be fulfilled ."
"11012015","JPN","このように王は民の言うことを聞きいれなかった。これはかつて主がシロびとアヒヤによって、ネバテの子ヤラベアムに言われた言葉を成就するために、主が仕向けられた事であった。"
"11012020","ENG","When all Israel heard that Jeroboam had come back , they requested a meeting of the people . At that meeting they made him king over Israel . There was none who followed the house of David except the tribe of Judah ."
"11012020","JPN","イスラエルは皆ヤラベアムの帰ってきたのを聞き、人をつかわして彼を集会に招き、イスラエルの全家の上に王とした。ユダの部族のほかはダビデの家に従う者がなかった。"
"11012032","ENG","Jeroboam appointed a festival on the fifteenth day of the eighth month , just like the festival in Judah . He went to the altar in Bethel to sacrifice to the calves he had made . He appointed priests from the illegal worship sites to serve in Bethel ."
"11012032","JPN","またヤラベアムはユダで行う祭と同じ祭を八月の十五日に定め、そして祭壇に上った。彼はベテルでそのように行い、彼が造った子牛に犠牲をささげた。また自分の造った高き所の祭司をベテルに立てた。"
"11013003","ENG","The prophet went on to say : » This altar will fall apart . The ashes on it will be scattered . Then you will know that Jehovah has spoken through me . «"
"11013003","JPN","その日、彼はまた一つのしるしを示して言った、「主の言われたしるしはこれである、『見よ、祭壇は裂け、その上にある灰はこぼれ出るであろう』」。"
"11013007","ENG","Then the king said to the prophet : » Come home with me and have something to eat . I will reward you for what you have done . «"
"11013007","JPN","そこで王は神の人に言った、「わたしと一緒に家にきて、身を休めなさい。あなたに謝礼をさしあげましょう」。"
"11013020","ENG","But while they were seated at the table , the word of Jehovah came to the old prophet who had brought him back ."
"11013020","JPN","彼らが食卓についていたとき、主の言葉が、その人をつれて帰った預言者に臨んだので、"
"11013021","ENG","Crying out to the man of God who came from Judah , he said : » Jehovah says , ‘ because you have gone against the voice of Jehovah , and have not done as Jehovah ordered you ,"
"11013021","JPN","彼はユダからきた神の人にむかい呼ばわって言った、「主はこう仰せられます、『あなたが主の言葉にそむき、あなたの神、主がお命じになった命令を守らず、"
"11013022","ENG","but have come back , and have taken food and water in this place where he said you were to take no food or water ; your dead body will not be put to rest with your fathers . ’ «"
"11013022","JPN","引き返して、主があなたに、パンを食べてはならない、水を飲んではならない、と言われた場所でパンを食べ、水を飲んだゆえ、あなたの死体はあなたの先祖の墓に行かないであろう』」。"
"11014009","ENG","» You have committed far greater sins than those who ruled before you . You have rejected me and have aroused my anger by making idols and metal images to worship ."
"11014009","JPN","あなたよりも先にいたすべての者にまさって悪をなし、行って自分のために他の神々と鋳た像を造り、わたしを怒らせ、わたしをうしろに捨て去った。"
"11014011","ENG","» Dogs will eat members of your family who die in the city . Vultures will eat any who die in the open country . I , Jehovah , have spoken ! «"
"11014011","JPN","ヤラベアムに属する者は、町で死ぬ者を犬が食べ、野で死ぬ者を空の鳥が食べるであろう。主がこれを言われるのである」』。"
"11014026","ENG","He took the treasures from Jehovah’s Temple and the royal palace . He took them all . He took all the gold shields Solomon had made ."
"11014026","JPN","主の宮の宝物と、王の宮殿の宝物を奪い去った。彼はそれをことごとく奪い去り、またソロモンの造った金の盾をみな奪い去った。"
"11015013","ENG","He would not let Maacah his mother be queen , because she had made a disgusting image for Asherah . Asa had the obscene image cut down and burned by the Kidron Stream ."
"11015013","JPN","彼はまたその母マアカが、アシラのために憎むべき像を造らせたので、彼女を太后の位から退けた。そしてアサはその憎むべき像を切り倒してキデロンの谷で焼き捨てた。"
"11015019","ENG","Let there be an agreement between us just as there was between my father and your father . I have sent you an offering of silver and gold . End your agreement with Baasha , king of Israel that he may give up attacking me ."
"11015019","JPN","「わたしの父とあなたの父との間に結ばれていたように、わたしとあなたの間に同盟を結びましょう。わたしはあなたに金銀の贈り物をさしあげます。行って、あなたとイスラエルの王バアシャとの同盟を破棄し、彼をわたしの所から撤退させてください」。"
"11016002","ENG","» I lifted you out of the dust and made you ruler over my people Israel . You have gone the way of Jeroboam . You made my people Israel do evil , moving me to wrath by their sins ."
"11016002","JPN","「わたしはあなたをちりの中からあげて、わたしの民イスラエルの上に君としたが、あなたはヤラベアムの道に歩み、わたしの民イスラエルに罪を犯させ、その罪をもってわたしを怒らせた。"
"11017018","ENG","She said to Elijah : » What have I to do with you , O man of God ? Have you come to put God in mind of my sin , and to put my son to death ? «"
"11017018","JPN","彼女はエリヤに言った、「神の人よ、あなたはわたしに、何の恨みがあるのですか。あなたはわたしの罪を思い出させるため、またわたしの子を死なせるためにおいでになったのですか」。"
"11018012","ENG","» What if the Spirit of Jehovah carries you off to some unknown place as soon as I leave ? Then , when I tell Ahab that you are here and he cannot find you , he will put me to death . Remember that I have been a devout worshiper of Jehovah ever since I was a boy ."
"11018012","JPN","しかしわたしがあなたを離れて行くと、主の霊はあなたを、わたしの知らない所へ連れて行くでしょう。わたしが行ってアハブに告げ、彼があなたを見つけることができなければ、彼はわたしを殺すでしょう。しかし、しもべは幼い時から主を恐れている者です。"
"11018018","ENG","Then he said in answer : » I have not made trouble for Israel . You and your family have . You have disobeyed Jehovah’s commands and have gone after the Baals ."
"11018018","JPN","彼は答えた、「わたしがイスラエルを悩ますのではありません。あなたと、あなたの父の家が悩ましたのです。あなたがたが主の命令を捨て、バアルに従ったためです。"
"11018023","ENG","» Let them give us two bulls . Let them take one for themselves and have it cut up , and put it on the wood , but put no fire under it . I will get the other bull ready , and put it on the wood , and put no fire under it ."
"11018023","JPN","われわれに二頭の牛をください。そして一頭の牛を彼らに選ばせ、それを切り裂いて、たきぎの上に載せ、それに火をつけずにおかせなさい。わたしも一頭の牛を整え、それをたきぎの上に載せて火をつけずにおきましょう。"
"11018026","ENG","So they took the bull that was given them , and made it ready . They cried out to Baal from morning till the middle of the day . They said : » O Baal , give ear to us . « But there was no voice and no answer . They jumped up and down before the altar they had made ."
"11018026","JPN","彼らは与えられた牛を取って整え、朝から昼までバアルの名を呼んで「バアルよ、答えてください」と言った。しかしなんの声もなく、また答える者もなかったので、彼らは自分たちの造った祭壇のまわりに踊った。"
"11019010","ENG","He said : » I have been zealous for Jehovah , the God of hosts . The children of Israel have not kept your agreement covenant . They have destroyed your altars . They killed your prophets with the sword . I , even I , am the only one living . Now they seek to take my life too . «"
"11019010","JPN","彼は言った、「わたしは万軍の神、主のために非常に熱心でありました。イスラエルの人々はあなたの契約を捨て、あなたの祭壇をこわし、刀をもってあなたの預言者たちを殺したのです。ただわたしだけ残りましたが、彼らはわたしの命を取ろうとしています」。"
"11020017","ENG","The servants of the chiefs who were over the divisions of the land went forward first . Benhadad sent out a patrol and they told him : » Men have come out from Samaria . «"
"11020017","JPN","地方の代官の家来たちが先に出ていった。ベネハダデは斥候をつかわしたが、彼らは「サマリヤから人々が出てきた」と報告したので、"
"11020018","ENG","He said : » If they have come out for peace , take them alive and if they have come out for war , take them alive . «"
"11020018","JPN","彼は言った、「和解のために出てきたのであっても、生どりにせよ。また戦いのために出てきたのであっても、生どりにせよ」。"
"11020028","ENG","A man of God came to the king of Israel . He said : » Jehovah says , ‘ Because the Aramaeans have said , » Jehovah is a god of the hills and not of the valleys ; I will give all this great army into your hands , and you will see that I am Jehovah . « ’ «"
"11020028","JPN","その時神の人がきて、イスラエルの王に言った、「主はこう仰せられる、『スリヤびとが、主は山の神であって、谷の神ではないと言っているから、わたしはこのすべての大軍をあなたの手にわたす。あなたは、わたしが主であることを知るようになるであろう』」。"
"11020042","ENG","He said to him : » These are the words of Jehovah : ‘ Because you have let go from your hands the man whom I had put to the curse , your life will be taken for his life , and your people for his people . ’ «"
"11020042","JPN","彼は王に言った、「主はこう仰せられる、『わたしが滅ぼそうと定めた人を、あなたは自分の手から放して行かせたので、あなたの命は彼の命に代り、あなたの民は彼の民に代るであろう』と」。"
"11021010","ENG","» Get two good-for-nothing persons to come before him and give witness that he has been cursing God and the king . Then take him out and have him stoned to death . «"
