"verse_id","language","text"
"11008012","ENG","Solomon prayed : » Jehovah , you have placed the sun in the sky , yet you have chosen to live in clouds and darkness ."
"11008020","CMN","现在耶和华已经实现了他说过的话 ， 我已经起来继承我父大卫 ， 坐在以色列的王位上 ， 正如耶和华所说过的。我也已经为耶和华以色列的 神的名建造了这殿。"
"11008020","ENG","» Now Jehovah has kept his promise . I have succeeded my father as king of Israel . And I have built the Temple for the worship of Jehovah the God of Israel ."
"11008029","CMN","愿你的眼睛昼夜看顾这殿 ， 看顾你所说‘我的名要留在那里’的地方。愿你垂听你仆人向这地方所发的祷告。"
"11008029","ENG","» Watch over this Temple day and night . For this is the place where you have chosen to be worshiped . Hear me when I face this Temple and pray ."
"11008041","CMN","“至于不属于你的子民以色列的外族人 ， 为了你的名的缘故从远地而来 ，"
"11008041","ENG","» When a foreigner who lives in a distant land hears of your fame and of the great things you have done for your people and comes to worship you and to pray at this Temple ,"
"11008044","CMN","“如果你的子民出去与仇敌争战 ， 无论你派他们到哪处 ， 他们若是向你所拣选的这城 ， 并向我为你的名建造的这殿祷告 ，"
"11008044","ENG","» When your people go to war against their enemies , they pray to you , O Jehovah , toward the city you have chosen and the temple I built for your name ."
"11008047","CMN","在被掳的地方 ， 他们若是回心转意 ， 在他们被掳去之地回转 ， 向你祈求 ， 说 ： ‘我们犯了罪了 ； 我们犯了过了 ， 我们作了恶事。’"
"11008047","ENG","» If they come to their senses and are sorry for what they have done , and plead with you in the land where they are captives , saying : We have sinned . We have done wrong . We have been wicked ."
"11008048","CMN","如果他们在俘掳他们的仇敌的地方 ， 一心 一 意回转归向你 ， 又向着你赐给他们列祖的地方 ， 向你所拣选的这城 ， 和我为你的名建造的这殿祷告 ，"
"11008048","ENG","» If they change their attitude toward you in the land of their enemies where they are captives , if they pray to you toward the land that you gave their ancestors , and the city you have chosen , and the temple I have built for your name ,"
"11008054","CMN","所罗门在耶和华的祭坛前屈膝下跪 ， 向天伸开双手 ， 向耶和华献完了这 一 切祷告和恳求以后 ， 就起来 ，"
"11008054","ENG","When Solomon finished praying this prayer for mercy to Jehovah , he stood in front of Jehovah’s altar , where he had been kneeling with his hands stretched out toward heaven ."
"11008056","CMN","“耶和华是应当称颂的。他照着自己 一 切所应许的 ， 赐安息给他的子民以色列人。借着他的仆人摩西所应许 一 切美好的话 ， 一句都没有落空。"
"11008056","ENG",""" THANKS TO JEHOVAH ! He has given his people Israel rest , as he has promised . None of the good promises he made through his servant Moses has failed to come true ."
"11008059","CMN","愿我在耶和华面前恳求的这些话 ， 昼夜都不离耶和华我们的 神 ， 好使他天天为他仆人和他的子民以色列人主持公道 ，"
"11008059","ENG","» May these words I have prayed to Jehovah be near Jehovah our God day and night . Then he will give his people Israel and me justice every day as it is needed ."
"11008065","CMN","那时所罗门与从哈马口直到埃及小河的以色列人 ， 都在耶和华我们的 神面前举行盛大的集会 ， 守节七天 ， 又七天 ， 一共十四天。"
"11008065","ENG","At that time Solomon and all Israel celebrated the festival . A large crowd had come from the territory between the border of Hamath and the River of Egypt to be near Jehovah our God for seven days ."
"11009002","CMN","耶和华就第二次向所罗门显现 ， 像先前在基遍向他显现 一 样。"
"11009002","ENG","Jehovah came to him again in a vision just as he had done at Gibeon ."
"11009003","CMN","耶和华对他说 ： “你在我面前所作的祷告和恳求 ， 我都已经听见了。你建造的这殿 ， 我已经把它分别为圣 ， 要使我的名永远留在那里 ； 我的眼和我的心也必常在那里。"
"11009003","ENG","Jehovah said : » I have heard your prayers and your supplication you made . I have made this house holy . I put my name there forever . My eyes and my heart will be there at all times ."
"11009006","CMN","你们或是你们的子孙 ， 若是转去不跟从我 ， 不遵守我赐给你们的诫命和律例 ， 去事奉别的神 ， 敬拜他们 ，"
"11009006","ENG","» But if you turn from my ways , you or your children , and do not keep my orders and my laws which I have put before you , but go and make yourselves servants to other gods and give them worship :"
"11009007","CMN","我就必把以色列人从我赐给他们的这地上剪除 ， 甚至为自己的名分别为圣的这殿 ， 我也必从我面前把它丢弃不顾 ， 使以色列人在万族中成为笑谈和讥笑的对象。"
"11009007","ENG","» I will have Israel cut off from the land I gave them . I will abandon this house even though I have made it holy for myself . I will put you out of my sight . Israel will be a public example , and a word of shame among all peoples ."
"11009009","CMN","人要回答说 ： 是因为他们离弃了那把他们的列祖从埃及地领出来的耶和华他们的 神 ， 去亲近别的神 ， 敬拜他们 ， 事奉他们 ， 因此耶和华使这 一 切灾祸临到他们。’”"
"11009009","ENG","» ‘ The answer will be : ‘ Because they turned away from Jehovah their God . The one who took their fathers out of the land of Egypt . They took for themselves other gods and gave them worship and became their servants : that is why Jehovah has sent this evil on them . ’ «"
"11009013","CMN","他说 ： “我的兄弟啊 ， 这些就是你送给我的城吗？”于是他给这些城起名叫迦步勒 ， 直到今日。"
"11009013","ENG","He said : » What sort of towns are these you have given me , my brother ? « So they were named the land of Cabul , to this day ."
"11010024","CMN","世上所有的君王都要求晋见所罗门 ， 聆听 神赋予他心中的智慧。"
"11010024","ENG","They came from all over the earth to see Solomon and to listen to his wisdom , which God had put in his heart ."
"11011009","CMN","耶和华向所罗门发怒 ， 因为他的心偏离了曾经两次向他显现的耶和华以色列的 神。"
"11011009","ENG","Jehovah was angry with Solomon . This is because his heart turned away from Jehovah , the God of Israel , who had twice come to him in a vision ."
"11011015","CMN","从前大卫击败以东 ， 元帅约押上去埋葬阵亡的人的时候 ， 就把以东所有的男人都杀了。"
"11011015","ENG","When David had sent destruction on Edom , and Joab , the commander of the army went to bury the dead . They put to death every male in Edom ."
"11011024","CMN","大卫击杀琐巴人的时候 ， 利逊招聚了 一 些人 ， 自己作了这些土匪的领袖。他前往大马士革 ， 住在那里 ， 又在大马士革作王。"
"11011024","ENG","and had become the leader of a gang of outlaws . This happened after David defeated Hadadezer and slaughtered his Syrian allies . Rezon and his gang lived in Damascus , where his followers made him king of Syria ."
"11011036","CMN","至于所罗门的儿子 ， 我要给他 一 个支派 ， 好使我的仆人大卫在我所拣选立我名的城耶路撒冷 ， 在我面前常常有灯光。"
"11011036","ENG","» ‘ I will let Solomon's son keep one tribe . That way I will always have a descendant of my servant David ruling in Jerusalem , the city I have chosen as the place where I am worshiped ."
"11011038","CMN","你若是听从我吩咐你的 一 切 ， 遵行我的道 ， 行我看为正的事 ， 谨守我的律例诫命 ， 像我的仆人大卫所行的 一 样 ， 我就与你同在 ， 为你建立 一 个巩固的朝代 ， 像我为大卫建立的 一 样 ， 并且我要把以色列赐给你。"
"11011038","ENG","» ‘ If you obey me completely I will always be with you . You must live by my laws , and win my approval by doing what I command , as my servant David did . I will make you king of Israel and will make sure that your descendants rule after you , just as I have done for David ."
"11012006","CMN","罗波安王请教他父亲所罗门在世的时候 ， 侍立在他面前的长老说 ： “你们给我出个主意 ， 我应该怎样回答这民呢？”"
"11012006","ENG","Then King Rehoboam consulted elders who had been with Solomon his father when he was living . He said : » In your opinion , what answer am I to give to these people ? «"
"11012015","CMN","王不肯听从民众的请求 ， 因为这个转变是出于耶和华 ， 为要应验他借示罗人亚希雅对尼八的儿子耶罗波安所说的话。"
"11012015","ENG","The king did not listen to the people . This came about by Jehovah’s purpose , so that what he had said by Ahijah the Shilonite to Jeroboam , son of Nebat , might be fulfilled ."
"11012020","CMN","以色列众人听说耶罗波安回来了 ， 就派人去请他到会众面前 ， 立他作以色列的王 ； 除了犹大支派以外 ， 没有跟随大卫家的。"
"11012020","ENG","When all Israel heard that Jeroboam had come back , they requested a meeting of the people . At that meeting they made him king over Israel . There was none who followed the house of David except the tribe of Judah ."
"11012032","CMN","耶罗波安又定了八月十五日为节期 ， 像在犹大的节期 一 样 ， 他自己在祭坛上献祭 ， 他在伯特利也是这样向他所铸造的牛犊献祭 ； 他又在伯特利为他所建造的邱坛设立祭司。"
"11012032","ENG","Jeroboam appointed a festival on the fifteenth day of the eighth month , just like the festival in Judah . He went to the altar in Bethel to sacrifice to the calves he had made . He appointed priests from the illegal worship sites to serve in Bethel ."
"11013003","CMN","那天 ， 神人提出 一 个兆头 ， 说 ： “这是耶和华的兆头。看哪 ， 这祭坛必破裂 ， 祭坛上的灰必倾撒下来。”"
"11013003","ENG","The prophet went on to say : » This altar will fall apart . The ashes on it will be scattered . Then you will know that Jehovah has spoken through me . «"
"11013007","CMN","王对神人说 ： “请与我 一 起回王宫去 ， 吃点东西 ， 加添心力 ， 我还要赐给你 一 份礼物。”"
"11013007","ENG","Then the king said to the prophet : » Come home with me and have something to eat . I will reward you for what you have done . «"
"11013020","CMN","他们二人正在席上吃喝的时候 ， 耶和华的话临到那把神人带回来的先知 ，"
"11013020","ENG","But while they were seated at the table , the word of Jehovah came to the old prophet who had brought him back ."
"11013021","CMN","他就对那从犹大来的神人喊叫 ， 说 ： “耶和华这样说 ： ‘你既然违背了耶和华的命令 ， 没有谨守耶和华你的 神吩咐你的诫命 ，"
"11013021","ENG","Crying out to the man of God who came from Judah , he said : » Jehovah says , ‘ because you have gone against the voice of Jehovah , and have not done as Jehovah ordered you ,"
"11013022","CMN","反倒回来 ， 在耶和华吩咐你不可吃饭喝水的地方 ， 吃了饭喝了水 ， 因此 ， 你的尸体不能入葬你列祖的坟墓里。’”"
"11013022","ENG","but have come back , and have taken food and water in this place where he said you were to take no food or water ; your dead body will not be put to rest with your fathers . ’ «"
"11014009","CMN","你反倒行恶 ， 比那些在你以前的更坏 ； 又去为自己制造了别的神和铸造偶像惹我发怒 ， 把我丢在背后。"
"11014009","ENG","» You have committed far greater sins than those who ruled before you . You have rejected me and have aroused my anger by making idols and metal images to worship ."
"11014011","CMN","属于耶罗波安的人 ， 死在城里的 ， 必被狗吃掉 ； 死在田野的 ， 必给空中的飞鸟吃掉。因为这是耶和华说的。’"
"11014011","ENG","» Dogs will eat members of your family who die in the city . Vultures will eat any who die in the open country . I , Jehovah , have spoken ! «"
"11014026","CMN","他夺去了耶和华的宝物和王宫的宝物 ， 并且把所有的东西都夺去了 ； 又把所罗门所做的 一 切金盾牌都夺了去。"
"11014026","ENG","He took the treasures from Jehovah’s Temple and the royal palace . He took them all . He took all the gold shields Solomon had made ."
"11015013","CMN","并且废除他祖母玛迦太后的后位 ， 因为她为亚舍拉做了可怕的偶像。亚撒把她那可怕的偶像砍下来 ， 在汲沦溪旁烧掉。"
"11015013","ENG","He would not let Maacah his mother be queen , because she had made a disgusting image for Asherah . Asa had the obscene image cut down and burned by the Kidron Stream ."
"11015019","CMN","“你父与我父之间曾经立过约 ， 我也要与你立约。现在我把金银送给你作礼物 ， 请你去废除与以色列王巴沙所立的约 ， 好使他离开我。”"
"11015019","ENG","Let there be an agreement between us just as there was between my father and your father . I have sent you an offering of silver and gold . End your agreement with Baasha , king of Israel that he may give up attacking me ."
"11016002","CMN","“我既然从尘埃中高举了你 ， 立你作我的子民以色列的领袖 ； 然而 ， 你却走耶罗波安的路 ， 使我的子民以色列犯罪 ， 因他们的罪惹我发怒。"
"11016002","ENG","» I lifted you out of the dust and made you ruler over my people Israel . You have gone the way of Jeroboam . You made my people Israel do evil , moving me to wrath by their sins ."
"11017018","CMN","于是妇人对以利亚说 ： “神人哪 ， 我跟你有什么关系呢？你竟到我这里来 ， 使耶和华想起我的罪孽 ， 杀死我的儿子。”"
"11017018","ENG","She said to Elijah : » What have I to do with you , O man of God ? Have you come to put God in mind of my sin , and to put my son to death ? «"
"11018012","CMN","我 一 离开你 ， 耶和华的灵就把你提到我不知道的地方去。这样 ， 如果我去告诉亚哈 ， 他找不到你 ， 必定杀我。你仆人却是自幼敬畏耶和华的。"
"11018012","ENG","» What if the Spirit of Jehovah carries you off to some unknown place as soon as I leave ? Then , when I tell Ahab that you are here and he cannot find you , he will put me to death . Remember that I have been a devout worshiper of Jehovah ever since I was a boy ."
"11018018","CMN","以利亚说 ： “给以色列惹麻烦的 ， 不是我 ， 而是你和你父的家 ； 因为你们离弃了耶和华的诫命 ， 又去随从巴力。"
"11018018","ENG","Then he said in answer : » I have not made trouble for Israel . You and your family have . You have disobeyed Jehovah’s commands and have gone after the Baals ."
"11018023","CMN","现在 ， 请给我们两头公牛。让巴力的先知自己挑选 一 头 ， 把它切成块子 ， 放在柴上 ， 但不要点火 ； 我也预备 一 头公牛 ， 摆在柴上 ， 也不点火。"
"11018023","ENG","» Let them give us two bulls . Let them take one for themselves and have it cut up , and put it on the wood , but put no fire under it . I will get the other bull ready , and put it on the wood , and put no fire under it ."
"11018026","CMN","他们把人给他们的公牛牵了来 ， 预备好了 ， 就从早晨直到中午 ， 呼求巴力的名 ， 说 ： “巴力啊 ， 应允我们吧 ！ ”可是没有声音 ， 也没有回应。他们就在所筑的祭坛周围跳舞。"
"11018026","ENG","So they took the bull that was given them , and made it ready . They cried out to Baal from morning till the middle of the day . They said : » O Baal , give ear to us . « But there was no voice and no answer . They jumped up and down before the altar they had made ."
"11019010","CMN","他说 ： “我为耶和华万军的 神大发热心 ， 因为以色列人背弃了你的约 ， 拆毁了你的祭坛 ， 用刀杀死了你的众先知 ， 只剩下我 一 个人 ， 他们还在寻索 ， 要取去我的性命。”"
"11019010","ENG","He said : » I have been zealous for Jehovah , the God of hosts . The children of Israel have not kept your agreement covenant . They have destroyed your altars . They killed your prophets with the sword . I , even I , am the only one living . Now they seek to take my life too . «"
"11020017","CMN","跟从各省省长的年轻人首先出发。便．哈达派人去察看 ， 他们回报他说 ： “有人从撒玛利亚出来了。”"
"11020017","ENG","The servants of the chiefs who were over the divisions of the land went forward first . Benhadad sent out a patrol and they told him : » Men have come out from Samaria . «"
"11020018","CMN","便．哈达说 ： “如果他们是为了求和出来 ， 你们要活捉他们 ； 如果他们是为了争战出来 ， 你们也要活捉他们。”"
"11020018","ENG","He said : » If they have come out for peace , take them alive and if they have come out for war , take them alive . «"
"11020028","CMN","有 一 位神人前来对以色列王说 ： “耶和华这样说 ： ‘因为亚兰人说耶和华是山神 ， 不是平原的神 ， 所以我要把这些强大的军兵交在你手里 ， 你们就知道我是耶和华。’”"
"11020028","ENG","A man of God came to the king of Israel . He said : » Jehovah says , ‘ Because the Aramaeans have said , » Jehovah is a god of the hills and not of the valleys ; I will give all this great army into your hands , and you will see that I am Jehovah . « ’ «"
"11020042","CMN","先知对王说 ： “耶和华这样说 ： 因为你把我要灭绝的人从你手中放走 ， 所以要你替他偿命。要你的人民抵偿他的人民。”"
"11020042","ENG","He said to him : » These are the words of Jehovah : ‘ Because you have let go from your hands the man whom I had put to the curse , your life will be taken for his life , and your people for his people . ’ «"
"11021010","CMN","又叫两个匪徒坐在拿伯的对面 ， 作见证控告他说 ： ‘你曾经咒诅 神和君王’ ； 然后把他拉出去 ， 用石头把他打死。”"
"11021010","ENG","» Get two good-for-nothing persons to come before him and give witness that he has been cursing God and the king . Then take him out and have him stoned to death . «"
"11021019","CMN","你要对他说 ： ‘耶和华这样说 ： 你杀了人 ， 又占有他的产业吗？’你又要对他说 ： ‘耶和华这样说 ： 狗在什么地方舔拿伯的血 ， 也必在什么地方舔你的血。’”"
"11021019","ENG","» Say to him : ‘ Jehovah says : » Have you put a man to death and taken his heritage ? «  ’ « » Then say : ‘ Jehovah says : » Your blood will become the drink of dogs ! You will go to the same place where the dogs drink the blood of Naboth . « ’ «"
