TokenID,language,paradigm,mode,gold,pred,correct,DtExp,DtRes,DtUniv,DtDTAM,TLTS,TLAspPfv,TLMdIrr,ClNegPol,ClCntfcl,VcPass,ASTrns,ASUnrg,ASUncc,AktState,AktAct,AktAcc,AktAch
42012005,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42001036,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43007015,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
42015021,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
43004001,eng,participle,binary,1,1,True,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
42008035,eng,participle,binary,1,1,True,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1
41002017,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40011025b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40001024,eng,participle,binary,1,1,True,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
42019046,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42002017,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
40026009,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
41005018,eng,participle,binary,1,1,True,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
43003013,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40011025a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40024043a,eng,participle,binary,1,1,True,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
41004029,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41014009,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40026065,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42008027,eng,participle,binary,1,1,True,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
43002010b,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40028006,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
42018021,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40019028,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42017010c,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
42019018,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42009008a,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
41010028b,eng,participle,binary,1,1,True,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
43005038,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42017010a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40003017,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43006045,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40026024b,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
43009018b,eng,participle,binary,1,1,True,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
40028007b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42019016,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42004018,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41011017,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40006016,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43008057,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
40011012a,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
42001001a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
41016014a,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
41001024,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42020039,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
43003034,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41014021a,eng,participle,binary,1,1,True,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0
42018029,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
40027060,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
42004035,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42024006,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42008012,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42022015,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
41014041,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40009008,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42006024,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43010032,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
42008056,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
42015029b,eng,participle,binary,1,1,True,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43006046a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
40008029,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
43001034b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
43008033,eng,participle,binary,1,1,True,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
43011032b,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
42008039b,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
42018042,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
43003018a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
43011012,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42022071,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
41005020,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
40005043,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42009019,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43005037b,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
40015032,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
43007051,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42013016,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43011011,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42010042,eng,participle,binary,1,1,True,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42008039a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43006046b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42001019,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
40001018,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
42024023,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
43008042,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
43003018b,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
41014005b,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
40017012,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40028007a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41009009a,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42008002a,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
42002020a,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
41015034,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40021016,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40012028,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41012010,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
40026001,eng,participle,binary,1,1,True,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
43003024,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
41006052,eng,participle,binary,1,1,True,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
41010052,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42007045,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
43005022,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41010029,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42023041,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
41002012,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
40009016,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1
41006030,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
40003002,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
43002010a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42013007a,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40018015,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42019009,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40006002,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
43006036,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43005037a,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
41003021,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
40018013b,eng,participle,binary,1,1,True,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
42012039c,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
42012039b,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
43005006,eng,participle,binary,1,1,True,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
42005002,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
41004015b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
40022004,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40014004,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42012003b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
43008029,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
43011017,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
42023015,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
42001068b,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43009022,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
40005027,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42011020,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
40028020,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43001018,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43007046,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
41010009,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42015032,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
42001068a,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40009033,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
42024018,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
42008048,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
41005032,eng,present_past_infinitive_modal,multiclass_required,past,past,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
42015027,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42014022,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
40006005,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
42023022a,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
41014021b,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
40019006,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42004006,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
43007031,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40019027,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43005033,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
40013051,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42010013a,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
42024034,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42001049,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
42023008,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
40018031,eng,present_past_infinitive_modal,multiclass_required,past,past,True,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
41016008,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
42016011,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
43005045,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40011023a,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0
43007030,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
41005034,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42012005,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42001036,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43007015,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
42015021,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
42008035,eng,present_past_infinitive_modal,multiclass_required,past,past,True,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1
41002017,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40011025b,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40001024,eng,present_past_infinitive_modal,multiclass_required,past,past,True,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
42019046,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42002017,eng,present_past_infinitive_modal,multiclass_required,past,past,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
41005018,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
43003013,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40011025a,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40024043a,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
41004029,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41014009,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40026065,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42008027,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
43002010b,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40028006,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
42018021,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40019028,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42017010c,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
42019018,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42009008a,eng,present_past_infinitive_modal,multiclass_required,past,past,True,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
41010028b,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
43005038,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42017010a,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40003017,eng,present_past_infinitive_modal,multiclass_required,present,present,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43006045,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40026024b,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
43009018b,eng,present_past_infinitive_modal,multiclass_required,past,past,True,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
40028007b,eng,present_past_infinitive_modal,multiclass_required,present,present,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
