TokenID,language,paradigm,mode,gold,pred,correct,DtExp,DtRes,DtUniv,DtDTAM,TLTS,TLAspPfv,TLMdIrr,ClNegPol,ClCntfcl,VcPass,ASTrns,ASUnrg,ASUncc,AktState,AktAct,AktAcc,AktAch
44007044b,deu,indikativ_konj1_konj2,multiclass_optional,indikativ,konj1,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
43009018b,deu,indikativ_konj1_konj2,multiclass_optional,konj1,indikativ,False,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
42009008a,deu,indikativ_konj1_konj2,multiclass_optional,konj1,indikativ,False,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
42009008b,deu,indikativ_konj1_konj2,multiclass_optional,konj1,indikativ,False,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
44016010,deu,indikativ_konj1_konj2,multiclass_optional,konj1,indikativ,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
40018013a,deu,duerfen_koennen_moegen_muessen_sollen_wollen,multiclass_optional,0,koennen,False,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
44027021,deu,duerfen_koennen_moegen_muessen_sollen_wollen,multiclass_optional,sollen,0,False,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
43004010,deu,duerfen_koennen_moegen_muessen_sollen_wollen,multiclass_optional,0,sollen,False,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1
40024043b,deu,werden,binary,1,0,False,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
42015024,deu,werden,binary,1,0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
40028007a,deu,werden,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
44014026,deu,werden,binary,1,0,False,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
40017009,deu,werden,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40028006,deu,werden,binary,1,0,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40018031,deu,werden,binary,0,1,False,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
42023015,deu,werden,binary,1,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
40009033,deu,werden,binary,1,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43002010a,deu,werden,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
40011012a,deu,werden,binary,1,0,False,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
43009018b,deu,werden,binary,1,0,False,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
43003024,deu,werden,binary,1,0,False,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
42001013,deu,werden,binary,1,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43003028,deu,werden,binary,0,1,False,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
40001018,deu,werden,binary,0,1,False,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
43012038b,deu,werden,binary,1,0,False,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
41006014a,deu,werden,binary,1,0,False,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
40024043b,deu,haben_sein,multiclass_optional,0,haben,False,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
43002010b,deu,haben_sein,multiclass_optional,haben,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
41006052,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
44023014a,deu,haben_sein,multiclass_optional,haben,sein,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41010020,deu,haben_sein,multiclass_optional,haben,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42004035,deu,haben_sein,multiclass_optional,0,haben,False,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
44028021b,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
44005009,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
43015024a,deu,haben_sein,multiclass_optional,haben,0,False,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
42015024,deu,haben_sein,multiclass_optional,0,sein,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
41002017,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
42001036,deu,haben_sein,multiclass_optional,0,haben,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40028006,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
43003018b,deu,haben_sein,multiclass_optional,haben,sein,False,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
41003026,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
44002030,deu,haben_sein,multiclass_optional,haben,0,False,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
43020012,deu,haben_sein,multiclass_optional,haben,sein,False,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
41009021,deu,haben_sein,multiclass_optional,sein,haben,False,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44023001,deu,haben_sein,multiclass_optional,sein,haben,False,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42023008,deu,haben_sein,multiclass_optional,0,haben,False,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
42015029a,deu,haben_sein,multiclass_optional,0,haben,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
45002012b,deu,haben_sein,multiclass_optional,0,haben,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42023015,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
40018012,deu,haben_sein,multiclass_optional,0,sein,False,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45003017,deu,haben_sein,multiclass_optional,0,haben,False,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
40009033,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43002010a,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
40011012a,deu,haben_sein,multiclass_optional,sein,0,False,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
40018013a,deu,haben_sein,multiclass_optional,0,haben,False,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
41010028b,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
45003003,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
43015018,deu,haben_sein,multiclass_optional,haben,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44027021,deu,haben_sein,multiclass_optional,haben,sein,False,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
44028027a,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42018021,deu,haben_sein,multiclass_optional,haben,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42015027,deu,haben_sein,multiclass_optional,haben,sein,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42022032,deu,haben_sein,multiclass_optional,haben,sein,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40011023b,deu,haben_sein,multiclass_optional,0,sein,False,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
40019011,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42013007c,deu,haben_sein,multiclass_optional,0,haben,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43009018b,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
42024030,deu,haben_sein,multiclass_optional,0,sein,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
44017006b,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
43003013,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
42001013,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
41009013b,deu,haben_sein,multiclass_optional,0,haben,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40024043a,deu,haben_sein,multiclass_optional,0,haben,False,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
45003012a,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
43012016,deu,haben_sein,multiclass_optional,haben,sein,False,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
43002010b,cmn,le_guo,multiclass_optional,guo,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44010014,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
42017010d,cmn,le_guo,multiclass_optional,le,0,False,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
43007031,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
44017028,cmn,le_guo,multiclass_optional,le,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
42001068a,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43003019,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42009036,cmn,le_guo,multiclass_optional,guo,0,False,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
44023014a,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
44010033a,cmn,le_guo,multiclass_optional,le,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
41012010,cmn,le_guo,multiclass_optional,guo,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
41010020,cmn,le_guo,multiclass_optional,le,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43006036,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42017019,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42002020a,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
44015004,cmn,le_guo,multiclass_optional,le,0,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
44020036,cmn,le_guo,multiclass_optional,0,guo,False,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
44007034b,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43008020,cmn,le_guo,multiclass_optional,0,le,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
43008029,cmn,le_guo,multiclass_optional,guo,0,False,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
43015009,cmn,le_guo,multiclass_optional,le,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43008033,cmn,le_guo,multiclass_optional,0,guo,False,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
43011032a,cmn,le_guo,multiclass_optional,le,0,False,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0
43015022a,cmn,le_guo,multiclass_optional,guo,0,False,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
43012034,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44028021b,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
44026024,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44025025b,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44012025,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
42019015,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
43005037a,cmn,le_guo,multiclass_optional,guo,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
43020013,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42015024,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
40021016,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
44019012,cmn,le_guo,multiclass_optional,guo,le,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
40023023,cmn,le_guo,multiclass_optional,0,le,False,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
44009027b,cmn,le_guo,multiclass_optional,0,guo,False,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
43001034b,cmn,le_guo,multiclass_optional,le,0,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
44021033,cmn,le_guo,multiclass_optional,le,0,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
44022015b,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40019028,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
44011013,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
44010015,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40006005,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
44011018,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42001036,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44014026,cmn,le_guo,multiclass_optional,0,guo,False,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
40017009,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42018042,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
43012018,cmn,le_guo,multiclass_optional,le,0,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
43011021a,cmn,le_guo,multiclass_optional,le,0,False,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
40028006,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
42008035,cmn,le_guo,multiclass_optional,le,guo,False,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1
42006024,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44013033a,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
