TokenID,FullText,Target,run_id,provider,model_name,feature_name_x,annotation,confidence,explanation,feature_name_y,error
40011023a,"» Will you , Capernaum , be exalted into heaven ? You will go down into the grave . If the mighty works had been done in Sodom , which were done in you , it would have remained until this day .",had been done,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'had been done' introduces a result state, similar to the examples in examples_negative, thus it does not instantiate the feature DtExp.",DtExp,
40011023b,"» Will you , Capernaum , be exalted into heaven ? You will go down into the grave . If the mighty works had been done in Sodom , which were done in you , it would have remained until this day .",would have remained,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'would have remained' describes a state that would have persisted until the present day, similar to the negative examples, indicating DtExp is not instantiated.",DtExp,
40011025a,"Then Jesus prayed : » I thank you , O Father , Lord of heaven and earth . You have hidden these things from the wise and understanding , and have revealed them to children .",have hidden,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have hidden' introduces a result state, similar to the negative examples provided, indicating that the feature DtExp is not instantiated.",DtExp,
40011025b,"Then Jesus prayed : » I thank you , O Father , Lord of heaven and earth . You have hidden these things from the wise and understanding , and have revealed them to children .",have revealed,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The sentence 'You have revealed them to children' describes a result state, similar to the negative examples provided, indicating DtExp is not instantiated.",DtExp,
40011027,"» All things have been delivered to me from my Father . Only the Father knows the Son , and only the Son knows the Father . The Son tells others about the Father so that they can know him too .",have been delievered,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have been delivered' introduces a result state, similar to the negative examples provided.",DtExp,
40012007a,"» If you had known what this means , ‘ I desire mercy and not sacrifice , ’ ’ you would not have condemned the guiltless .",had known,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The example 'They have traveled for three days. (Duration indicates an ongoing situation rather than a life-history entry -> 0)' indicates that 'had known' does not introduce a result state, current state of affairs, physical change of location, permanent result, or ongoing situation.",DtExp,
40012007b,"» If you had known what this means , ‘ I desire mercy and not sacrifice , ’ ’ you would not have condemned the guiltless .",would not have condemned,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'would not have condemned' does not introduce a result state, current state of affairs, physical change of location, permanent result, or ongoing situation; it expresses a hypothetical past action that did not occur, so it does not instantiate DtExp.",DtExp,
40012018,» Look ! My servant whom I have chosen . I am well pleased with him . I will put my Spirit upon him and he will declare judgment to the nations .,have chosen,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have chosen' introduces a result state, which is a negative example for DtExp.",DtExp,
40012028,"» But if I cast out demons by God’s Spirit , then the kingdom of God has come to you .",has come,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has come' introduces a current state of affairs, similar to the negative example 'The time has come', thus it does not instantiate DtExp.",DtExp,
40013051,» Have you understood all these things ? « They said to him : » Yes . «,have understood,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have understood' introduces a result state, which aligns with the negative examples provided, indicating DtExp is not instantiated.",DtExp,
40013052,"And he said to them : » Every scribe journalist writer who has been made a disciple to the kingdom of heaven is like a man that is a householder , who brings out of his treasure things new and old . «",has been made,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has been made' introduces a result state, similar to the examples in the negative examples CRI, thus it does not instantiate the feature DtExp.",DtExp,
40014004,For John had said to him : » It is not lawful for you to have her . «,had said,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'had said' does not introduce a result state, current state of affairs, physical change of location, permanent result, or ongoing situation, so it does not instantiate DtExp (0).",DtExp,
40015006,» You say there is no need for him to give honor to his father . You have invalidated the word of God because of your tradition !,have invalidated,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have invalidated' introduces a result state, similar to the negative examples provided.",DtExp,
40015013,In answer he replied : » Every plant my Father in heaven has not planted in the earth will be pulled out by the roots .,has not planted,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has not planted' does not introduce a result state, current state of affairs, physical change of location, permanent result, or ongoing situation, as per the negative examples.",DtExp,
40015032,"Jesus called his disciples and said : » I feel compassion for the people , because they have remained with me now three days and have nothing to eat . I do not want to send them away hungry , for they might faint on the way . «",have remained,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have remained' describes a state of affairs that persists at the reference time, similar to the negative examples provided.",DtExp,
40017009,"When they came down from the mountain , Jesus commanded them not to tell anyone what they saw , until the Son of man has risen from the dead .",has risen from the dead,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has risen from the dead' describes a physical change of location/state that persists at the reference time, similar to the negative examples.",DtExp,
40017012,» I tell you that Elijah has come . They did not know him and treated him badly as they pleased . They will do the same with the Son of man . «,has come,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has come' introduces a current state of affairs, which aligns with the negative examples provided, indicating that it does not instantiate the feature DtExp.",DtExp,
40018012,"» What do you think ? A man has a hundred sheep , and one of them has gone wandering away . Will he leave the ninety-nine and go in search of the wandering one ?",has gone wandering,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has gone wandering' describes a physical change of location that persists at reference time, similar to the negative examples.",DtExp,
40018013a,"» When he finds it , I tell you he will be filled with more joy than he would have if he had stayed with the ninety-nine .",would have (been filled with joy),20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'would have (been filled with joy)' does not introduce a result state, current state of affairs, physical change of location, permanent result, or ongoing situation; it expresses a hypothetical situation, so it does not instantiate DtExp.",DtExp,
40018013b,"» When he finds it , I tell you he will be filled with more joy than he would have if he had stayed with the ninety-nine .",had stayed,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'had stayed' does not introduce a result state, current state of affairs, physical change of location, permanent result, or ongoing situation; it describes a hypothetical alternative action, so it does not instantiate DtExp.",DtExp,
40018015,"» If your brother does wrong to you , go to him in private . Clearly explain his error between you and him . If he listens to you , you have gained your brother back .",have gained back,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have gained back' introduces a result state, similar to the negative examples provided.",DtExp,
40018031,"» When the other servants saw what happened , they were very sad . They told their lord what had been done .",had been done,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'had been done' introduces a result state, similar to the negative examples provided.",DtExp,
40019006,"» So they are no longer two , but one flesh . What God has joined together , let no man pull apart separate ! «",has joined together,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has joined together' introduces a result state, similar to the negative examples provided.",DtExp,
40019011,"He said : » This does not apply to everyone , only to those God has given it to .",has given,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has given' introduces a result state, similar to the negative examples provided.",DtExp,
40019012,"» For there are men who , from birth , were without sex . There are some who were made that way by men . There are others who have made themselves so for the kingdom of heaven . He who is able to accept this let him accept it . «",have made (themselves without sex),20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have made' introduces a result state, similar to the examples in examples_negative.",DtExp,
40019020,The man said to him : » I have done all these things ; what more is there ? «,have done (all these things),20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have done (all these things)' introduces a result state, similar to the examples in examples_negative, thus it does not instantiate the feature DtExp.",DtExp,
40019027,"Then Peter said : » See , we have given up everything to follow you . What then will we have ? «",have given up,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have given up' introduces a result state, similar to the negative examples, indicating that they are no longer in possession of everything they gave up.",DtExp,
40019028,"Jesus replied : » Truly I say to you , when all things are made new , and the Son of man is seated in his glory , you who have come after me will be seated on twelve seats , judging the twelve tribes of Israel .",have come,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The example 'The guests have arrived. (Describes a physical change of location that persists at reference time -> 0)' is similar to the target, as 'have come' describes a physical change of location that persists at the reference time, thus it is negative for DtExp.",DtExp,
40019029,"» Everyone who has given up houses , or brothers , or sisters , or father , or mother , or child , or land , for my name , will receive many times as much , and have everlasting life .",has given up,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has given up' introduces a result state, similar to the examples in examples_negative, thus it does not instantiate DtExp.",DtExp,
40020007,» They said : ‘ No man has given us work . ’ ’ He told them to go work with the rest in the vineyard .,has given work,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has given work' introduces a result state, similar to the negative examples provided, indicating that they are currently without work.",DtExp,
40020012a,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have done (work),20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have done (work)' introduces a result state, similar to the negative examples provided, indicating that the work has been completed, thus it does not instantiate DtExp.",DtExp,
40020012b,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have made (them) equal,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have made (them) equal' introduces a result state, similar to the negative examples provided, indicating that it does not instantiate the feature DtExp.",DtExp,
40020012c,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have undergone (the hard work...),20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have undergone' describes a completed action with a duration ('the hard work of the day and the burning heat'), indicating an ongoing situation rather than a result state, similar to the negative examples.",DtExp,
40020023,"They said : » We are able . « » Truly , you will take of my cup , « he said . » But to be seated at my right hand and at my left is not for me to give . It is for those for whom it has been prepared by my Father . «",has been prepared,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has been prepared' introduces a result state, similar to the negative examples provided.",DtExp,
40021016,"» Have you any idea what these people are saying ? « Jesus answered : » Yes . It is written , ‘ From the lips of children and babies at the breast you have made your praise complete . ’ «",have made (your praise complete),20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have made' introduces a result state ('your praise complete'), which aligns with the negative examples provided.",DtExp,
40021042a,"Jesus said to them : » Have you read the Scriptures , ‘ The stone the builders rejected has been made the chief cornerstone of the building . This was Jehovah’s doing , and it is wonderful in our eyes . ’",have read,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,The example 'They have traveled for three days. (Duration indicates an ongoing situation rather than a life-history entry -> 0)' indicates that the target does not instantiate the feature DtExp.,DtExp,
40021042b,"Jesus said to them : » Have you read the Scriptures , ‘ The stone the builders rejected has been made the chief cornerstone of the building . This was Jehovah’s doing , and it is wonderful in our eyes . ’",has been made (chief cornerstone...),20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has been made' introduces a result state, similar to the examples in examples_negative, indicating DtExp is not instantiated.",DtExp,
40022004,"» Again he sent out other servants with orders to say to the guests , ‘ I have prepared my feast . Oxen and fat livestock are butchered and everything is ready , so come to the feast . ’",have prepared,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have prepared' introduces a result state, similar to the negative examples provided, indicating that the feast is now ready, thus it does not instantiate DtExp.",DtExp,
40022031,"» Concerning the resurrection of the dead , have you read that which was spoken to you by God ?",have read,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have read' does not introduce a result state, current state of affairs, physical change of location, permanent result, or ongoing situation; it is a question about whether the addressee has performed the action of reading, so it does not instantiate DtExp.",DtExp,
40022034,The Pharisees assembled together when they heard that he had put the Sadducees to silence .,had put to silence,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'had put to silence' introduces a result state, similar to the negative examples provided, indicating that the Sadducees are now silent as a result of his action.",DtExp,
40023023,"» Woe to you , scribes and Pharisees , hypocrites ! You tithe mint and dill and cumin , and have left undone the weightier matters of the law : justice , mercy and faith . You should do both and leave nothing undone .",have left undone,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The phrase 'have left undone' introduces a result state, similar to the examples in the negative examples list, indicating that something remains undone as a result of a past action.",DtExp,
40023030,» You claim that you would not have been involved with your fathers when they spilled the blood of the prophets .,would not have been involved,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'would not have been involved' does not introduce a result state or a current state of affairs, nor does it describe a physical change of location or a permanent result; it expresses a hypothetical past situation that did not occur, aligning with the negative examples.",DtExp,
40024043a,"» Know this , if the master of the house had known what time the thief was coming , he would have watched and his house would not have been vandalized .",had known,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'had known' does not introduce a result state, current state of affairs, physical change of location, permanent result, or ongoing situation, similar to the examples in examples_negative.",DtExp,
40024043b,"» Know this , if the master of the house had known what time the thief was coming , he would have watched and his house would not have been vandalized .",would have watched,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'would have watched' does not introduce a result state, current state of affairs, physical change of location, permanent result, or ongoing situation, so it does not instantiate DtExp.",DtExp,
40024043c,"» Know this , if the master of the house had known what time the thief was coming , he would have watched and his house would not have been vandalized .",would not have been vandalized,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'would not have been vandalized' introduces a result state, similar to the negative examples provided, indicating that the house is in a state of not being vandalized, thus it does not instantiate the feature DtExp.",DtExp,
40025021,"» His lord said : ‘ Well done , good and faithful servant . You have been faithful over a few things , so I will put you in charge of many things . Enter into the joy of your lord . ’",have been faithful,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have been faithful' describes a state of being that persists at the reference time, similar to the negative examples provided.",DtExp,
40025027a,» ‘ You should have put my money in the bank . I should have received my money back plus interest .,should have put,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'should have put' introduces a past hypothetical action that did not occur, not a result state or current state of affairs, so it does not instantiate DtExp.",DtExp,
40025027b,» ‘ You should have put my money in the bank . I should have received my money back plus interest .,should have received,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'should have received' introduces a past state that did not occur, similar to the negative examples which introduce result states or current states of affairs, thus it does not instantiate DtExp.",DtExp,
40026001,"When Jesus had finished talking , he said to his disciples :",had finished talking,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'had finished talking' introduces a result state, similar to the negative examples provided, indicating completion of the action of talking, thus DtExp is not instantiated.",DtExp,
40026009,» This ointment could have been sold for much and the money given to the poor . «,could have been sold,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'could have been sold' introduces a hypothetical result state, similar to the negative examples provided, indicating DtExp is not instantiated.",DtExp,
40026024a,» It is written that the Son of man will depart . The man who betrays him will experience much grief . It would have been better if that man had not been born . «,would have been better,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'would have been better' expresses a hypothetical situation and does not introduce a result state or a current state of affairs, similar to the negative examples.",DtExp,
40026024b,» It is written that the Son of man will depart . The man who betrays him will experience much grief . It would have been better if that man had not been born . «,had not been born,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'had not been born' introduces a permanent result, similar to 'He has died', thus it does not instantiate DtExp.",DtExp,
40026047,"As he spoke , Judas , one of the twelve , followed by a crowd carrying swords and spears , approached him . The chief priest and elders of the people had sent them .",had sent,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'had sent' describes a past action with a result, similar to the negative examples provided, indicating DtExp is not instantiated.",DtExp,
40026056,» This has taken place so that the writings of the prophets will come true . « Then all his disciples left him .,has taken place,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The event 'has taken place' introduces a current state of affairs, similar to 'The time has come', thus it does not instantiate DtExp.",DtExp,
40026065,Then the high priest ripped his robes apart and said : » He has said evil against God ! Why do we need more witnesses ? You have heard his words of blasphemy ! «,have heard,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have heard' introduces a current state of affairs, similar to the negative examples provided, indicating DtExp is not instantiated.",DtExp,
40027004,He said : » I have done wrong in giving a righteous man to you . «,have done wrong,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have done wrong' introduces a result state, similar to the negative examples provided, indicating that the action of doing wrong has a consequence or state resulting from it.",DtExp,
40027019,"While he was seated in judgment his wife sent a message to him . She said , » Do not judge that righteous man . I have had much trouble this day in a dream because of him . «",have had much trouble,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have had much trouble' introduces a current state of affairs, similar to the negative examples provided.",DtExp,
40027023,» What evil has he done ? « Pilate asked . But they shouted : » Impale him ! «,have done evil,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The phrase 'have done evil' introduces a result state, which aligns with the negative examples provided, indicating that it does not instantiate the feature DtExp.",DtExp,
40027046,"About the ninth hour Jesus cried with a loud voice , » Eli , Eli , lama sabachthani ? « Which translated means : » My God , my God , why have you forsaken me ? «",have foresaken,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have forsaken' introduces a result state, similar to the examples in [examples_negative], thus it does not instantiate DtExp.",DtExp,
40027060,"He laid it in his own new tomb , which he had cut out of the rock . Then he rolled a great stone in front of the door of the tomb , and departed .",had cut out of,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'had cut out of' introduces a result state (the tomb being cut out of the rock), similar to the examples where the perfect introduces a result state, thus it is annotated as 0.",DtExp,
40028005,The angel spoke to the women : » I know you seek Jesus who has been impaled ; do not fear .,has been impaled,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has been impaled' introduces a result state, similar to the negative examples provided, indicating DtExp is not instantiated.",DtExp,
40028006,"» He is not here , for he has risen just as he promised . Come ; see the place where the Lord lay .",has risen,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has risen' describes a physical change of location that persists at reference time, similar to the negative examples.",DtExp,
40028007a,"» Go quickly and tell his disciples he has risen from the dead . See , he goes before you to Galilee . You will see him there , as I have told you . «",has risen (from the dead),20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has risen (from the dead)' describes a physical change of location that persists at reference time, similar to the negative example 'The guests have arrived', thus it does not instantiate DtExp.",DtExp,
40028007b,"» Go quickly and tell his disciples he has risen from the dead . See , he goes before you to Galilee . You will see him there , as I have told you . «",have told,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'have told' introduces a result state, similar to the negative examples provided.",DtExp,
40028018,"Jesus came to them and spoke to them , saying : » All authority has been given to me in heaven and on earth .",has been given,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The target 'has been given' introduces a result state, similar to the examples in the negative examples, indicating DtExp is not instantiated.",DtExp,
40028020,"» Teach them to observe all the things I have commanded you . Behold , I am with you always , even to the end of the age . «",have commanded,20260227T182819Z_8e66d1a1,gemini,gemini-2.0-flash-001,DtExp,0.0,high,"The example 'I have commanded you' does not introduce a result state, current state of affairs, physical change of location, permanent result, or ongoing situation, so it does not instantiate DtExp.",DtExp,
